startDate	startTime	comments	criticisms	HitCorrect	HitFamiliar	age	gender	education	party	state	endTime	timeSpent	poll1	poll2	poll3	poll4	poll5	poll6	poll7	batch	round
Sun Dec 08 2019 13:35:08 GMT-0500 (Eastern Standard Time)	1575830108374			0	1	33	male	graduated_college	democrat	MA	1575830964802	14.2738	indeed	extremely	people	yes	extremely	weekly	very	4	2
Sun Dec 08 2019 12:33:36 GMT-0600 (Central Standard Time)	1575830016101			0	1	28	male	graduated_high_school	abstain	OK	1575830900065	14.732733333333336	indeed	somewhat	people	yes	very	never	not	4	2
Sun Dec 08 2019 13:33:59 GMT-0500 (Eastern Standard Time)	1575830039206	Im not sure how well I did. A bunch of these I was on the fence between neutral and approve/disapprove. In these cases I decided on neutral.	I feel a better explanations of the 3 categories would make this a better task. Possibly a few more examples in the beginning.	0	1	32	male	graduated_high_school	republican	PA	1575831000624	16.023633333333333	not	moderately	both	yes	not	many_weekly	not	4	2
Sun Dec 08 2019 10:34:23 GMT-0800 (Pacific Standard Time)	1575830063646	no comments	no comments	0	1	54	male	graduated_high_school	independent	CA	1575831383395	21.995816666666666	indeed	somewhat	both	yes	somewhat	weekly	somewhat	4	2
Sun Dec 08 2019 13:33:36 GMT-0500 (Eastern Standard Time)	1575830016099			0	1	26	male	graduated_high_school	independent	VA	1575831580089	26.0665	indeed	very	people	yes	extremely	monthly	moderately	4	2
Sun Dec 08 2019 13:55:59 GMT-0500 (Eastern Standard Time)	1575831359796			0	1	24	male	graduated_high_school	democrat	NY	1575831711899	5.868383333333332	indeed	very	natural	yes	extremely	weekly	very	4	2
Sun Dec 08 2019 13:03:34 GMT-0600 (Central Standard Time)	1575831814084			0	1	28	female	graduated_high_school	republican	IN	1575832132971	5.314783333333334	indeed	not	natural	no	not	monthly	somewhat	4	2
Sun Dec 08 2019 08:57:34 GMT-0900 (Alaska Standard Time)	1575827854512	I hope I did alright! It was really hard to tell with some of the statements if they should be labeled neutral or not.		0	1	34	male	graduated_college	independent	AK	1575828495222	10.6785	indeed	extremely	people	yes	very	many_weekly	very	5	2
Sun Dec 08 2019 09:58:12 GMT-0800 (Pacific Standard Time)	1575827892753	good survey	very interesting study no confusing	0	0	29	male	graduated_college	democrat	CA	1575828546215	10.891033333333333	indeed	moderately	natural	yes	moderately	weekly	very	5	2
Sun Dec 08 2019 09:57:55 GMT-0800 (Pacific Standard Time)	1575827875903			0	1	66	male	graduated_high_school	democrat	CA	1575828685153	13.4875	indeed	extremely	people	yes	extremely	weekly	somewhat	5	2
Sun Dec 08 2019 11:58:05 GMT-0600 (Central Standard Time)	1575827885146	Interesting.	Great hit and pay!!	0	1	73	male	graduated_high_school	republican	IA	1575828783404	14.970966666666667	indeed	very	people	yes	moderately	weekly	moderately	5	2
Sun Dec 08 2019 12:02:48 GMT-0600 (Central Standard Time)	1575828168463	None, Thank you	Nothing Thank you	0	1	37	female	graduated_college	republican	TX	1575829248240	17.996283333333334	indeed	very	people	yes	extremely	many_weekly	very	5	2
Sun Dec 08 2019 10:29:27 GMT-0800 (Pacific Standard Time)	1575829767901	The acceleration climate change's effects have brought the world “dangerously close” to abrupt and irreversible changes, scientists warned.	climate change is dangerous	0	404	28	male	graduated_college	republican	WA	1575831070854	21.71588333333333	indeed	extremely	people	no	extremely	monthly	extremely	5	2
Sun Dec 08 2019 13:44:13 GMT-0500 (Eastern Standard Time)	1575830653934	Thank you for the opportunity and good luck!		0	1	30	male	graduated_college	democrat	NJ	1575831746900	18.2161	indeed	very	people	yes	very	monthly	moderately	5	2
Sun Dec 08 2019 11:19:46 GMT-0800 (Pacific Standard Time)	1575832786631	none	none	0	1	37	male	graduated_college	democrat	CA	1575833373290	9.77765	indeed	extremely	people	yes	extremely	many_weekly	somewhat	5	2
Sun Dec 08 2019 12:05:49 GMT-0500 (Eastern Standard Time)	1575824749225	None.	None.	0	1	34	male	graduated_college	independent	NY	1575825259429	8.5034	indeed	moderately	both	no	somewhat	monthly	somewhat	6	2
Sun Dec 08 2019 09:03:36 GMT-0800 (Pacific Standard Time)	1575824616308	No issues. This was a little difficult. It was hard figuring out what was really neutral.	None.	0	1	36	female	graduated_college	democrat	CA	1575825325322	11.8169	indeed	very	people	yes	very	many_weekly	moderately	6	2
Sun Dec 08 2019 12:02:46 GMT-0500 (Eastern Standard Time)	1575824566350		some of the statements were a bit difficult to understand but the task was very good overall, thank you.	0	1	59	male	graduated_high_school	democrat	PA	1575825562940	16.609833333333334	indeed	extremely	people	yes	very	monthly	very	6	2
Sun Dec 08 2019 12:11:51 GMT-0500 (Eastern Standard Time)	1575825111529	Thanks! I really tried and hope I reasoned these out correctly! I missed some in the training but feel like I understood why.	Thank you.	0	1	55	female	graduated_college	democrat	SC	1575825749578	10.63415	indeed	extremely	people	yes	very	weekly	very	6	2
Sun Dec 08 2019 12:12:26 GMT-0500 (Eastern Standard Time)	1575825146749	I'd appreciate reading a debriefing statement on what you hope to accomplish with your research.	Some of the training questions were quite ambiguous; it would be helpful to know why another option (Disagree as opposed to Neutral, say) was less appropriate.	0	1	48	male	higher_degree	democrat	MA	1575825757327	10.1763	indeed	very	people	yes	extremely	many_weekly	moderately	6	2
Sun Dec 08 2019 11:03:02 GMT-0600 (Central Standard Time)	1575824582262	None, Thank you.	"With some of the writers sentences, it was a bit difficult to interpret.

Perhaps a few test questions could be implemented to let you know if your selecting the right choices."	0	404	27	male	graduated_high_school	republican	AL	1575826234973	27.54518333333333	indeed	very	people	yes	very	monthly	moderately	6	2
Sun Dec 08 2019 11:13:24 GMT-0600 (Central Standard Time)	1575825204729	None	None	0	1	38	female	graduated_college	democrat	TX	1575826522925	21.96993333333333	indeed	extremely	both	yes	extremely	many_weekly	very	6	2
Sun Dec 08 2019 13:50:52 GMT-0500 (Eastern Standard Time)	1575831052392			0	1	27	male	graduated_high_school	other	TN	1575831438241	6.430816666666668	indeed	extremely	people	yes	extremely	many_weekly	not	6	2
Sun Dec 08 2019 11:01:39 GMT-0600 (Central Standard Time)	1575824499266	The task was challenging and a lot of fun.		0	1	29	female	graduated_high_school	independent	TX	1575824974195	7.915483333333331	indeed	very	people	yes	moderately	monthly	very	7	2
Sun Dec 08 2019 12:05:47 GMT-0500 (Eastern Standard Time)	1575824747898	none	none	0	1	51	male	graduated_college	independent	FL	1575825275250	8.7892	not	extremely	natural	no	not	many_weekly	not	7	2
Sun Dec 08 2019 11:12:22 GMT-0600 (Central Standard Time)	1575825142944			0	1	57	male	graduated_high_school	republican	LA	1575826037140	14.903266666666667	indeed	very	people	yes	moderately	weekly	not	7	2
Sun Dec 08 2019 12:25:08 GMT-0500 (Eastern Standard Time)	1575825908797			0	1	36	male	graduated_college	independent	FL	1575826374340	7.75905	indeed	moderately	both	yes	not	many_weekly	moderately	7	2
Sun Dec 08 2019 12:52:16 GMT-0500 (Eastern Standard Time)	1575827536409			0	1	28	male	graduated_college	democrat	PA	1575827860733	5.4054	indeed	very	natural	no	somewhat	many_weekly	very	7	2
Sun Dec 08 2019 11:50:40 GMT-0600 (Central Standard Time)	1575827440063			0	1	24	male	graduated_college	democrat	MO	1575828259742	13.661316666666664	indeed	extremely	people	yes	moderately	monthly	very	7	2
Sun Dec 08 2019 12:45:21 GMT-0500 (Eastern Standard Time)	1575827121588	It wasn't easy given the three stances, but I tried my best to pick the one I thought it would be, given the examples there were to go by.	I'm not sure if it can be improved -- maybe give more practice rounds. It was highly interesting though, and I loved participating in this.	0	1	56	female	graduated_college	independent	NC	1575828437030	21.92403333333333	indeed	moderately	both	yes	very	weekly	somewhat	7	2
Sun Dec 08 2019 11:56:11 GMT-0600 (Central Standard Time)	1575827771371	I had trouble discerning between agrees and neutral.	I think more examples would be helpful.	0	1	37	female	graduated_college	democrat	IL	1575828903070	18.86165	indeed	very	people	yes	very	many_weekly	moderately	7	2
Mon Dec 09 2019 00:59:16 GMT+0800 (Singapore Standard Time)	1575824356862	Some sentences were quite difficult to categorize.		0	1	44	male	higher_degree	independent	CA	1575824950612	9.895833333333334	indeed	moderately	people	no	moderately	weekly	moderately	8	2
Sun Dec 08 2019 11:59:12 GMT-0500 (Eastern Standard Time)	1575824352312	I would have like more example trials.	I would have like more example trials.	0	1	30	male	graduated_college	democrat	FL	1575825169489	13.619616666666667	indeed	moderately	people	yes	very	many_weekly	moderately	8	2
Sun Dec 08 2019 11:09:05 GMT-0600 (Central Standard Time)	1575824945918	Thank you for the HIT and generous pay!!!!	Everything was perfect! Thank you!!!	0	1	24	male	graduated_high_school	independent	TN	1575825615970	11.167533333333333	indeed	not	both	yes	somewhat	year	somewhat	8	2
Sun Dec 08 2019 12:12:49 GMT-0500 (Eastern Standard Time)	1575825169271			0	1	39	female	graduated_college	republican	TN	1575825966376	13.285083333333333	indeed	moderately	natural	no	somewhat	many_weekly	not	8	2
Sun Dec 08 2019 09:19:09 GMT-0800 (Pacific Standard Time)	1575825549629	good	no	0	0	28	male	graduated_college	republican	MS	1575826640135	18.1751	indeed	very	natural	yes	very	many_weekly	extremely	8	2
Sun Dec 08 2019 11:42:08 GMT-0600 (Central Standard Time)	1575826928063	None.	None.	0	1	34	male	graduated_college	republican	MN	1575827534160	10.101616666666667	indeed	somewhat	natural	yes	somewhat	weekly	somewhat	8	2
Sun Dec 08 2019 12:32:28 GMT-0500 (Eastern Standard Time)	1575826348184			0	1	28	male	graduated_high_school	democrat	NY	1575827810723	24.37565	indeed	extremely	people	yes	extremely	many_weekly	moderately	8	2
Sun Dec 08 2019 12:39:44 GMT-0500 (Eastern Standard Time)	1575826784851		It seems to me that analyzing sentence structure is insufficient to predict whether someone believes in global warming or not, especially since many deniers of climate change will adopt scientific sounding arguments and logic structures in their arguments. It felt like there was more than one time where I ran across a phrase that I recognized as a talking point for someone who denies climate change, but it was not explicit, so was unsure what to pick, based on your instructions.	0	1	28	male	graduated_high_school	other	PA	1575827874087	18.153933333333327	indeed	extremely	people	yes	very	many_weekly	moderately	8	2
Sat Dec 07 2019 23:32:17 GMT-0500 (Eastern Standard Time)	1575779537218	no, thanks	no, perfect, thanks	0	1	38	female	other	democrat	NC	1575780543963	16.779083333333332	indeed	moderately	people	yes	moderately	monthly	moderately	9	2
Sat Dec 07 2019 23:43:00 GMT-0500 (Eastern Standard Time)	1575780180261			0	1	25	male	graduated_college	democrat	PA	1575780633199	7.548966666666668	indeed	moderately	both	yes	moderately	monthly	moderately	9	2
Sun Dec 08 2019 00:12:49 GMT-0500 (Eastern Standard Time)	1575781969473			0	1	22	male	higher_degree	democrat	OH	1575782543382	9.56515	indeed	very	people	yes	extremely	weekly	very	9	2
Sat Dec 07 2019 22:12:45 GMT-0700 (Mountain Standard Time)	1575781965280	It's very hard to differentiate a clear factual argument for/against climate change from explicit agreement/disagreement with climate change	n	0	1	71	female	graduated_high_school	independent	AZ	1575783035338	17.8343	indeed	somewhat	natural	no	not	many_weekly	not	9	2
Sat Dec 07 2019 22:54:55 GMT-0700 (Mountain Standard Time)	1575784495282			0	1	30	male	graduated_college	democrat	AZ	1575786230823	28.925683333333332	indeed	extremely	people	yes	extremely	weekly	very	9	2
Sun Dec 08 2019 01:04:31 GMT-0500 (Eastern Standard Time)	1575785071631			0	1	50	female	graduated_college	democrat	FL	1575786028973	15.9557	indeed	somewhat	both	yes	very	monthly	moderately	9	2
Sun Dec 08 2019 02:02:48 GMT-0500 (Eastern Standard Time)	1575788569035			0	1	24	female	higher_degree	democrat	NY	1575789969081	23.3341	indeed	extremely	people	yes	moderately	many_weekly	moderately	9	2
Sun Dec 08 2019 01:16:04 GMT-0600 (Central Standard Time)	1575789364106			0	1	25	male	higher_degree	independent	TX	1575790070545	11.773983333333335	indeed	moderately	both	yes	very	many_weekly	somewhat	9	2
Fri Jan 10 2020 15:28:53 GMT-0600 (Central Standard Time)	1578691733862			0	1	34	female	graduated_high_school	independent	TN	1578692204769	7.84845	indeed	somewhat	both	no	not	many_weekly	not	0	3
Fri Jan 10 2020 16:32:05 GMT-0500 (Eastern Standard Time)	1578691925497	This was interesting and made me question the bias of news sources.	I had to separate my bias from perceived biases. Interesting.	0	1	55	female	graduated_college	republican	PA	1578692631754	11.77095	indeed	not	natural	no	not	many_weekly	not	0	3
Fri Jan 10 2020 16:37:44 GMT-0500 (Eastern Standard Time)	1578692264325	no	none	0	1	37	female	graduated_high_school	democrat	MI	1578692838736	9.573516666666666	indeed	moderately	both	yes	moderately	weekly	moderately	0	3
Fri Jan 10 2020 15:28:18 GMT-0600 (Central Standard Time)	1578691698027			0	1	31	male	graduated_high_school	democrat	MN	1578693133257	23.9205	indeed	extremely	people	yes	extremely	monthly	very	0	3
Fri Jan 10 2020 15:49:17 GMT-0600 (Central Standard Time)	1578692957223	I really like this task and the payment is really good, thank you.		0	1	25	male	graduated_high_school	democrat	IL	1578693741083	13.064333333333336	indeed	very	people	yes	very	weekly	moderately	0	3
Fri Jan 10 2020 16:08:35 GMT-0600 (Central Standard Time)	1578694115785			0	1	42	male	graduated_college	republican	OK	1578694925737	13.4992	indeed	moderately	people	yes	very	weekly	moderately	0	3
Fri Jan 10 2020 17:15:26 GMT-0500 (Eastern Standard Time)	1578694526786			0	1	54	male	graduated_college	democrat	MI	1578695239237	11.874183333333333	indeed	extremely	people	yes	extremely	many_weekly	very	0	3
Fri Jan 10 2020 15:40:09 GMT-0700 (MST)	1578696009101			0	1	73	male	higher_degree	democrat	NM	1578696652333	10.720533333333334	indeed	extremely	people	yes	very	weekly	moderately	0	3
Fri Jan 10 2020 13:53:13 GMT-0800 (Pacific Standard Time)	1578693193383			0	1	30	female	higher_degree	independent	CA	1578693586148	6.546083333333334	indeed	somewhat	people	yes	somewhat	monthly	somewhat	1	3
Fri Jan 10 2020 16:51:47 GMT-0500 (Eastern Standard Time)	1578693107028			0	1	39	male	graduated_high_school	independent	CT	1578693677928	9.515	indeed	very	people	yes	extremely	many_weekly	moderately	1	3
Fri Jan 10 2020 15:54:51 GMT-0600 (Central Standard Time)	1578693291350			0	1	32	male	graduated_high_school	democrat	MO	1578694035849	12.408316666666664	indeed	extremely	people	yes	extremely	many_weekly	very	1	3
Fri Jan 10 2020 17:01:27 GMT-0500 (Eastern Standard Time)	1578693687915	no problems	nothing needed for improvement	0	1	45	male	graduated_college	independent	NJ	1578694607852	15.332283333333333	indeed	very	people	yes	somewhat	many_weekly	moderately	1	3
Fri Jan 10 2020 16:56:02 GMT-0500 (Eastern Standard Time)	1578693362484			0	1	30	female	graduated_college	democrat	NY	1578695084713	28.70381666666667	not	very	people	no	very	weekly	extremely	1	3
Fri Jan 10 2020 17:35:42 GMT-0500 (Eastern Standard Time)	1578695742048			0	1	30	male	graduated_college	democrat	NY	1578696194456	7.540133333333332	not	extremely	people	no	very	many_weekly	extremely	1	3
Fri Jan 10 2020 17:40:29 GMT-0500 (Eastern Standard Time)	1578696029677			0	1	50	female	graduated_college	republican	MI	1578696754223	12.075766666666668	indeed	moderately	natural	yes	somewhat	many_weekly	not	1	3
Fri Jan 10 2020 14:58:01 GMT-0800 (Pacific Standard Time)	1578697081023			0	1	24	female	graduated_college	democrat	NV	1578697626787	9.096066666666667	indeed	extremely	people	yes	extremely	weekly	moderately	1	3
Fri Jan 10 2020 14:04:06 GMT-0800 (Pacific Standard Time)	1578693846009	Interesting task.	This was set up great and easy to follow.	0	1	47	female	graduated_high_school	republican	CA	1578694514769	11.146	indeed	somewhat	natural	yes	moderately	monthly	somewhat	2	3
Fri Jan 10 2020 17:12:48 GMT-0500 (Eastern Standard Time)	1578694368629			0	1	28	male	graduated_high_school	democrat	MI	1578694761297	6.544466666666668	indeed	extremely	people	yes	very	weekly	moderately	2	3
Fri Jan 10 2020 17:06:05 GMT-0500 (Eastern Standard Time)	1578693965463	interesting HIT	none	0	1	25	male	graduated_college	independent	NY	1578694746381	13.0153	indeed	extremely	people	yes	very	monthly	very	2	3
Fri Jan 10 2020 15:11:45 GMT-0700 (Mountain Standard Time)	1578694305283			0	1	42	female	graduated_high_school	democrat	AZ	1578694952029	10.7791	indeed	moderately	both	yes	moderately	monthly	moderately	2	3
Fri Jan 10 2020 16:05:20 GMT-0600 (Central Standard Time)	1578693920787			0	1	48	female	graduated_high_school	republican	IA	1578695114296	19.891816666666667	not	very	both	no	not	many_weekly	not	2	3
Fri Jan 10 2020 16:28:45 GMT-0600 (Central Standard Time)	1578695325083	I enjoyed the study		0	1	30	male	graduated_college	independent	TX	1578695637928	5.214083333333333	indeed	very	both	no	very	weekly	moderately	2	3
Fri Jan 10 2020 17:17:56 GMT-0500 (Eastern Standard Time)	1578694676873	There was one question that could not be understood	"""If you step back and think that the science the science....""--what ?"	0	1	47	male	graduated_high_school	democrat	PA	1578695696324	16.99085	indeed	very	people	yes	extremely	monthly	moderately	2	3
Fri Jan 10 2020 16:47:04 GMT-0600 (Central Standard Time)	1578696424419			0	0	47	male	graduated_college	independent	OK	1578696807290	6.3811833333333325	indeed	moderately	both	yes	moderately	weekly	somewhat	2	3
Sat Jan 11 2020 07:19:12 GMT+0900 (Korean Standard Time)	1578694752382		thanks!	0	1	25	female	graduated_college	democrat	CA	1578695381369	10.483116666666668	indeed	very	both	yes	extremely	many_weekly	very	3	3
Fri Jan 10 2020 17:21:51 GMT-0500 (Eastern Standard Time)	1578694911623			0	1	34	male	graduated_college	republican	NY	1578695431678	8.667583333333333	indeed	extremely	both	no	somewhat	weekly	somewhat	3	3
Fri Jan 10 2020 14:18:47 GMT-0800 (Pacific Standard Time)	1578694727463	None	NOne	0	1	32	male	higher_degree	democrat	NV	1578695470279	12.380266666666667	indeed	moderately	both	yes	somewhat	weekly	moderately	3	3
Fri Jan 10 2020 14:17:35 GMT-0800 (Pacific Standard Time)	1578694655126	It's a very fun task, thank you!	none	0	1	35	female	higher_degree	independent	CA	1578696057398	23.3712	indeed	moderately	both	yes	moderately	monthly	moderately	3	3
Fri Jan 10 2020 17:35:24 GMT-0500 (Eastern Standard Time)	1578695724847			0	1	40	female	graduated_college	republican	NY	1578696264991	9.0024	indeed	very	natural	no	very	many_weekly	very	3	3
Fri Jan 10 2020 14:57:44 GMT-0800 (Pacific Standard Time)	1578697064160			0	0	40	male	graduated_high_school	independent	CA	1578697603417	8.987616666666666	indeed	very	people	yes	extremely	many_weekly	very	3	3
Fri Jan 10 2020 14:57:45 GMT-0800 (Pacific Standard Time)	1578697065508	I did not encounter any problems	I didn't find anything confusing.	0	1	27	female	graduated_high_school	independent	CA	1578697901197	13.92815	indeed	moderately	people	yes	very	monthly	very	3	3
Fri Jan 10 2020 17:57:13 GMT-0500 (Eastern Standard Time)	1578697033877			0	1	52	female	higher_degree	republican	FL	1578698383732	22.49758333333333	indeed	extremely	people	yes	extremely	monthly	moderately	3	3
Fri Jan 10 2020 16:30:30 GMT-0600 (CST)	1578695430775			0	1	31	male	graduated_college	independent	TX	1578695888400	7.627083333333332	indeed	extremely	people	yes	very	year	somewhat	4	3
Fri Jan 10 2020 15:30:32 GMT-0700 (Mountain Standard Time)	1578695432213	Very interesting HIT. Thank you for		0	1	31	male	graduated_college	independent	AZ	1578695983405	9.186533333333333	indeed	moderately	both	yes	moderately	weekly	moderately	4	3
Fri Jan 10 2020 17:39:00 GMT-0500 (Eastern Standard Time)	1578695940189	a lot of subjective material. Hope I got it right!		0	0	31	male	graduated_high_school	independent	FL	1578696446129	8.432333333333334	indeed	somewhat	both	yes	moderately	monthly	not	4	3
Fri Jan 10 2020 16:46:22 GMT-0600 (Central Standard Time)	1578696382279			0	1	28	male	graduated_college	democrat	TX	1578696758474	6.269916666666667	indeed	very	people	yes	extremely	many_weekly	very	4	3
Fri Jan 10 2020 17:31:01 GMT-0500 (Eastern Standard Time)	1578695461100			0	404	30	female	graduated_high_school	democrat	PA	1578696776039	21.91565	indeed	very	both	yes	very	weekly	moderately	4	3
Fri Jan 10 2020 17:11:26 GMT-0600 (Central Standard Time)	1578697886961	Thank You, this was an interesting experiment!	I found nothing confusing about this.	0	1	45	male	graduated_high_school	republican	AR	1578699308771	23.69683333333333	indeed	moderately	people	yes	extremely	monthly	somewhat	4	3
Fri Jan 10 2020 18:20:12 GMT-0500 (Eastern Standard Time)	1578698412885			404	1	41	female	graduated_high_school	independent	FL	1578699430731	16.9641	indeed	extremely	people	yes	extremely	weekly	moderately	4	3
Fri Jan 10 2020 19:44:48 GMT-0500 (Eastern Standard Time)	1578703488312	Interesting task and subject		0	1	26	male	graduated_high_school	other	MI	1578704088325	10.000216666666667	indeed	extremely	people	yes	extremely	many_weekly	somewhat	4	3
Fri Jan 10 2020 17:40:30 GMT-0600 (Central Standard Time)	1578699630016			0	1	30	male	graduated_high_school	republican	TX	1578700097826	7.796833333333334	indeed	very	natural	yes	moderately	many_weekly	moderately	5	3
Fri Jan 10 2020 18:42:24 GMT-0500 (Eastern Standard Time)	1578699744239			0	1	36	male	higher_degree	democrat	NY	1578700169638	7.0899833333333335	indeed	extremely	both	yes	very	many_weekly	very	5	3
Fri Jan 10 2020 15:44:36 GMT-0800 (Pacific Standard Time)	1578699876949			0	1	31	male	graduated_college	democrat	CA	1578700432242	9.254883333333334	indeed	somewhat	both	yes	moderately	monthly	somewhat	5	3
Fri Jan 10 2020 18:54:37 GMT-0500 (Eastern Standard Time)	1578700477695			0	1	23	female	graduated_college	democrat	MA	1578700833049	5.9225666666666665	indeed	very	people	yes	extremely	many_weekly	extremely	5	3
Fri Jan 10 2020 15:54:40 GMT-0800 (Pacific Standard Time)	1578700480260	none	none	0	1	32	male	graduated_college	independent	NV	1578701047885	9.460416666666667	indeed	very	people	yes	extremely	monthly	moderately	5	3
Fri Jan 10 2020 17:47:13 GMT-0600 (Central Standard Time)	1578700033813	I just hope I got them right, there were one or two I was unsure of	None	0	1	52	male	graduated_high_school	independent	TX	1578701051633	16.963666666666665	not	moderately	natural	no	not	many_weekly	not	5	3
Fri Jan 10 2020 18:09:05 GMT-0600 (Central Standard Time)	1578701345625	None	None	0	1	48	female	graduated_college	republican	TX	1578701945482	9.997616666666667	indeed	not	natural	yes	moderately	year	somewhat	5	3
Fri Jan 10 2020 16:38:40 GMT-0800 (Pacific Standard Time)	1578703120069	Thank You.		0	1	50	male	graduated_high_school	democrat	CA	1578704307372	19.78838333333333	indeed	very	people	yes	very	many_weekly	very	5	3
Fri Jan 10 2020 17:56:43 GMT-0600 (Central Standard Time)	1578700603370	none	Everything was clear.	0	1	42	male	graduated_college	republican	TN	1578701734387	18.850283333333334	not	not	natural	yes	somewhat	many_weekly	not	6	3
Fri Jan 10 2020 16:06:45 GMT-0800 (Pacific Standard Time)	1578701205921			0	1	32	male	graduated_college	independent	CA	1578702262506	17.60975	indeed	very	people	yes	very	monthly	moderately	6	3
Fri Jan 10 2020 18:21:48 GMT-0600 (Central Standard Time)	1578702108218			0	1	24	male	graduated_college	democrat	WI	1578702678288	9.501166666666666	indeed	very	people	yes	very	weekly	very	6	3
Fri Jan 10 2020 19:11:50 GMT-0500 (Eastern Standard Time)	1578701510999	I have seen evidence of global warming even in my own neighborhood.		404	1	41	male	graduated_high_school	democrat	ME	1578702907122	23.268716666666666	indeed	extremely	people	yes	extremely	many_weekly	extremely	6	3
Fri Jan 10 2020 17:45:40 GMT-0700 (Mountain Standard Time)	1578703540980			0	1	26	female	higher_degree	democrat	CO	1578704293753	12.546216666666664	indeed	moderately	both	yes	very	year	moderately	6	3
Fri Jan 10 2020 18:43:44 GMT-0600 (Central Standard Time)	1578703424852	Could use some examples	no parts was confusing	0	1	38	male	graduated_high_school	democrat	TX	1578705068716	27.39773333333333	indeed	very	people	yes	moderately	many_weekly	somewhat	6	3
Fri Jan 10 2020 19:43:53 GMT-0500 (Eastern Standard Time)	1578703433901	Good task.	Good task.	0	1	24	female	higher_degree	democrat	NY	1578705162241	28.80566666666667	indeed	extremely	people	yes	moderately	many_weekly	very	6	3
Fri Jan 10 2020 20:00:23 GMT-0800 (Pacific Standard Time)	1578715223222			0	1	30	male	graduated_college	democrat	CA	1578715755518	8.8716	indeed	moderately	people	yes	extremely	weekly	moderately	6	3
Fri Jan 10 2020 19:22:49 GMT-0500 (Eastern Standard Time)	1578702169777	It seemed like their were a lot of neutral.	I had a little more to say so a bigger comment box would be nice.	0	404	28	male	graduated_college	democrat	VA	1578702738433	9.4776	indeed	very	people	yes	moderately	monthly	somewhat	7	3
Fri Jan 10 2020 19:19:01 GMT-0500 (Eastern Standard Time)	1578701941846			0	1	31	male	graduated_high_school	republican	PA	1578702817731	14.598083333333333	indeed	very	people	yes	moderately	monthly	very	7	3
Fri Jan 10 2020 19:30:58 GMT-0500 (Eastern Standard Time)	1578702658013			0	1	41	female	graduated_college	independent	FL	1578703054645	6.610533333333334	not	moderately	natural	no	not	many_weekly	not	7	3
Fri Jan 10 2020 16:47:39 GMT-0800 (PST)	1578703659240		I first did this in chrome, and at the end it restarted, just FYI	0	1	46	female	graduated_college	democrat	CA	1578703954111	4.914516666666667	indeed	very	people	yes	very	many_weekly	moderately	7	3
Fri Jan 10 2020 18:43:56 GMT-0600 (Central Standard Time)	1578703436000	These were tough but fun to categorize. Thanks!		0	1	30	male	graduated_high_school	democrat	IL	1578704004342	9.472366666666666	indeed	extremely	people	yes	extremely	many_weekly	somewhat	7	3
Fri Jan 10 2020 19:42:54 GMT-0500 (Eastern Standard Time)	1578703374302			404	1	35	male	graduated_high_school	abstain	MI	1578704035145	11.01405	indeed	extremely	people	yes	extremely	year	not	7	3
Fri Jan 10 2020 19:08:21 GMT-0600 (Central Standard Time)	1578704901979	It was an interesting study to have taken part in.		0	1	39	male	graduated_high_school	independent	AR	1578705677260	12.92135	indeed	somewhat	people	yes	somewhat	monthly	somewhat	7	3
Fri Jan 10 2020 19:14:10 GMT-0600 (Central Standard Time)	1578705250602	Thank you!	I found myself struggling a bit with this, I hope my answers are okay.	0	1	23	male	graduated_high_school	democrat	TN	1578706079230	13.810466666666667	indeed	extremely	people	yes	very	many_weekly	moderately	7	3
Fri Jan 10 2020 18:33:31 GMT-0600 (Central Standard Time)	1578702811655			0	1	19	male	graduated_college	independent	TX	1578703125225	5.226166666666667	indeed	extremely	people	yes	extremely	weekly	somewhat	8	3
Fri Jan 10 2020 19:33:29 GMT-0500 (Eastern Standard Time)	1578702809929			0	1	57	female	other	democrat	MI	1578703402003	9.8679	indeed	extremely	people	yes	extremely	many_weekly	very	8	3
Fri Jan 10 2020 16:36:46 GMT-0800 (Pacific Standard Time)	1578703006654			0	1	31	male	graduated_high_school	independent	CA	1578703425077	6.973716666666666	indeed	very	people	yes	very	monthly	moderately	8	3
Fri Jan 10 2020 19:34:10 GMT-0500 (Eastern Standard Time)	1578702850750	i do not.	i do not.	0	1	30	female	graduated_college	independent	CO	1578703607534	12.613066666666667	indeed	extremely	people	yes	extremely	many_weekly	moderately	8	3
Fri Jan 10 2020 18:48:34 GMT-0600 (Central Standard Time)	1578703714194			0	1	29	female	graduated_high_school	democrat	OK	1578704065753	5.8593166666666665	indeed	extremely	people	yes	very	monthly	moderately	8	3
Fri Jan 10 2020 16:35:44 GMT-0800 (Pacific Standard Time)	1578702944115	survey was engaging	no issues encountered	0	1	33	male	graduated_college	democrat	CA	1578704195413	20.854966666666666	indeed	extremely	people	yes	very	weekly	moderately	8	3
Fri Jan 10 2020 19:59:26 GMT-0500 (Eastern Standard Time)	1578704366378			0	1	46	male	graduated_college	democrat	NY	1578705611587	20.753483333333328	indeed	moderately	people	yes	very	monthly	moderately	8	3
Fri Jan 10 2020 20:18:26 GMT-0500 (Eastern Standard Time)	1578705506929	Very interesting task!	I would have liked more feedback.	0	1	36	male	higher_degree	republican	FL	1578706158628	10.86165	indeed	extremely	people	yes	extremely	many_weekly	very	8	3
