	MACE_pred	av_rating	sentence	worker_0	worker_1	worker_2	worker_3	worker_4	worker_5	worker_6	worker_7	round	batch	sent_id	disagree	agree	neutral
569	agrees	0.875	Burning fossil fuels will indeed result in catastrophic climate change.	agrees	agrees	agrees	agrees	agrees	agrees	neutral	agrees	2	4	t4	0.006501216632746096	0.4986375428846223	0.4948612404826318
570	neutral	0.25	The Arctic’s albedo may be declining much faster than is estimated only a few years ago.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	agrees	2	4	t5	0.0007943128035090086	0.9983913381956716	0.0008143490008192856
571	neutral	0.25	Scientists agree that future storms will be slightly stronger because of global warming and that sea level is rising faster than researchers once thought.	neutral	neutral	neutral	neutral	agrees	agrees	neutral	neutral	2	4	t6	0.0053126340384328	0.8096425061648199	0.18504485979674726
572	neutral	0.125	Carbon dioxide has reached 400 parts per million in the atmosphere.	neutral	neutral	neutral	neutral	agrees	neutral	neutral	neutral	2	4	t7	0.001290103119735306	0.9978021989290228	0.0009076979512419233
573	neutral	0.0	A Yale report had a significant effect on public beliefs in global warming and trust in scientists.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	2	4	t8	0.0017785090079698587	0.0015133283664375695	0.9967081626255928
574	neutral	-0.25	The stark truth is that severe weather events alone will not cause global warming to pop to the top of the national agenda.	neutral	agrees	neutral	neutral	neutral	disagrees	disagrees	disagrees	2	4	t9	0.6602599198067464	0.004717504093496916	0.33502257609975666
575	disagrees	-0.875	Global warming is a hoax.	disagrees	neutral	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	2	5	s0			
576	agrees	0.625	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	agrees	neutral	agrees	agrees	agrees	neutral	agrees	neutral	2	5	s1			
577	neutral	0.125	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	neutral	neutral	neutral	neutral	agrees	neutral	neutral	2	5	s2			
578	agrees	1.0	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	2	5	s3			
579	neutral	-0.125	Some icebergs are cute.	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	neutral	2	5	s4			
580	agrees	0.625	What’s happening there is a microcosm of a global trend: 90 percent of the world’s coral will be at risk of disappearance by 2030, thanks primarily to ocean acidification and global warming, both products of greenhouse gases released by human activity.	agrees	neutral	agrees	agrees	agrees	disagrees	agrees	agrees	2	5	t0	0.0034885206898589024	0.9951911155100679	0.001320363800073096
581	neutral	0.0	Zharkova’s very possible global temperature will drop in a manner similar to when solar activity was last at Zharkova’s projected levels, in the mid-1700s, when much of the world experienced a so-called “ mini ice age.“	neutral	agrees	neutral	disagrees	agrees	neutral	neutral	disagrees	2	5	t1	0.517315352001873	0.02748586890343951	0.4551987790946875
582	agrees	0.5	The window on keeping global warming below 1.5 degrees C is closing rapidly and the current emissions pledges made by signatories to the Paris Agreement do not add up to us achieving that goal.	agrees	neutral	agrees	agrees	agrees	disagrees	neutral	agrees	2	5	t10	0.006557126551536453	0.3048514790565181	0.6885913943919455
583	agrees	0.625	The dramatic warming of the Arctic is, in turn, slowing down the hemisphere-sized loopings of the jet stream — with very similar consequences.	agrees	neutral	agrees	agrees	agrees	neutral	agrees	neutral	2	5	t11	0.006607941121945223	0.4357661294832224	0.5576259293948324
584	agrees	0.75	Global warming made Sandy directly and unmistakably worse, because of its contribution to sea level rise.	agrees	neutral	agrees	agrees	agrees	agrees	agrees	neutral	2	5	t12	0.9996963156366128	0.00015985696687037046	0.00014382739651676806
585	neutral	0.375	By the end of the century the chance of Sandy-level flooding in Lower Manhattan in any given year increases to 50 percent.	agrees	neutral	agrees	neutral	neutral	agrees	neutral	neutral	2	5	t13	0.005083272325021187	0.8401523273890742	0.15476440028590455
586	neutral	-0.125	Whatever environmentalists may hope, the Obama White House and congressional Democrats are unlikely to make global warming a top issue in 2013 or 2014.	neutral	disagrees	neutral	disagrees	neutral	agrees	neutral	neutral	2	5	t14	0.9660086954718192	0.030045062017796987	0.003946242510383793
587	neutral	-0.375	Rising global temperatures during the 19th and 20th centuries may be linked to greater plant photosynthesis.	neutral	neutral	disagrees	neutral	neutral	disagrees	neutral	disagrees	2	5	t15	0.0032193547593871077	0.02935179686719971	0.9674288483734133
588	neutral	0.125	The majority of Miami Beach is a flood zone.	neutral	neutral	neutral	neutral	neutral	agrees	neutral	neutral	2	5	t16	0.013931585943866136	0.3796061926759217	0.6064622213802121
589	neutral	0.125	Summer sea ice in the Arctic will disappear sometime this century.	neutral	neutral	agrees	agrees	neutral	disagrees	neutral	neutral	2	5	t17	0.9970369015305164	0.0022601112873810807	0.0007029871821025793
590	agrees	0.625	Expansion of high carbon projects such as the proposed Keystone XL tar sands pipeline will undermine the good work being done in local communities across the country to fight climate change and reduce our dependence on oil.	agrees	neutral	agrees	agrees	neutral	neutral	agrees	agrees	2	5	t18	0.008132160086881116	0.9676247444044396	0.024243095508679376
591	neutral	0.25	In a worst-case global warming scenario, corn, cotton, and soy-bean yields could decrease by 80 percent by 2100.	agrees	neutral	agrees	neutral	neutral	neutral	neutral	neutral	2	5	t19	0.003055984276277686	0.9666547938317508	0.03028922189197166
592	neutral	0.5	Such gases, mainly CO2 from the burning of fossil fuels, rose on average by 2.2 percent a year in 2000-2010, driven by the use of coal in the power sector.	agrees	agrees	agrees	neutral	neutral	agrees	neutral	neutral	2	5	t2	0.002319759716985576	0.9815888641523136	0.016091376130700767
593	agrees	0.75	It is more certain than ever that humans are causing global warming.	agrees	disagrees	agrees	agrees	agrees	agrees	agrees	agrees	2	5	t20	0.00616676815981869	0.24217047725249485	0.7516627545876865
594	agrees	0.625	Levels of carbon dioxide and methane, the two most influential of greenhouse gases, reached record highs in 2011.	agrees	neutral	agrees	agrees	agrees	neutral	neutral	agrees	2	5	t21	0.2071707008100848	0.006233029578580847	0.7865962696113343
595	neutral	0.625	Two-thirds of Himalayan glaciers, the world’s “ Third Pole ”, could melt by 210.	agrees	agrees	agrees	neutral	agrees	agrees	neutral	neutral	2	5	t22	0.2789628205515243	0.0025373807641230553	0.7184997986843527
596	neutral	0.0	This, the authors conclude, augurs ill for human populations if “ global warming ” ever seriously takes off.	disagrees	neutral	neutral	disagrees	agrees	agrees	neutral	neutral	2	5	t23	0.0012726945961415387	0.0018222832690185265	0.9969050221348398
597	agrees	0.625	We appreciated that a planet running a fever is just like a person running a fever, which is to say it has a whole lot of other symptoms: in this case, droughts, floods, wildfires, habitat disruption, sea level rise, species loss, crop death and more.	agrees	agrees	agrees	disagrees	agrees	neutral	agrees	agrees	2	5	t24	0.017383217953956826	0.2681246349081441	0.7144921471378989
598	neutral	0.125	In the last 10 years the surface of Greenland’s ice sheet has considerably darkened during the melt season, which in some areas is now between 6 and 11 days longer per decade than it is 40 years ago.	neutral	disagrees	agrees	neutral	agrees	neutral	neutral	neutral	2	5	t25	0.00243388343577834	0.980332334893202	0.017233781671019636
599	agrees	0.75	You could do everything possible to minimize your own carbon footprint.	neutral	agrees	agrees	agrees	agrees	agrees	neutral	agrees	2	5	t26	0.005556897050270486	0.17102291381396467	0.8234201891357649
600	agrees	0.75	Human activity contributes to global warming.	agrees	neutral	agrees	agrees	agrees	agrees	agrees	neutral	2	5	t27	0.0019200559677768762	0.997529742918752	0.0005502011134710532
601	neutral	0.0	But we are looking at carbon the same way we look at every pollutant under the Clean Air Act.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	2	5	t28	0.003115068265884334	0.9615422639129496	0.035342667821166227
602	neutral	0.0	It is too simplistic in its analysis of carbon loss from soil, which can vary over a single field, and vastly overestimated how much residue farmers actually would remove once the market gets underway.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	2	5	t29	0.006625305818483228	0.5171201618158959	0.4762545323656209
603	neutral	0.375	Greenland is not only melting.	neutral	neutral	agrees	agrees	agrees	neutral	neutral	neutral	2	5	t3	0.6781414460184819	0.02932671385133858	0.29253184013017963
604	neutral	-0.125	The end goal of this scheme is global governance with the creeps who polluted Copenhagen with their presence as our future overlords.	neutral	neutral	neutral	disagrees	disagrees	neutral	neutral	agrees	2	5	t30	0.12979091274911314	0.8655919948758988	0.004617092374988086
605	neutral	0.25	The extent of sea ice for September 2013 is far lower than the 1981-2010 average, by two standard deviations.	agrees	agrees	agrees	neutral	disagrees	neutral	neutral	neutral	2	5	t31	0.008935834923181217	0.06770347659652799	0.9233606884802908
606	neutral	0.375	Many want us to switch to “ green ” energies like solar and wind so we can move away from fossil fuels.	neutral	agrees	neutral	neutral	neutral	agrees	neutral	agrees	2	5	t32	0.005251361092105542	0.8453281105633317	0.14942052834456274
607	agrees	0.625	Unfortunately, the Trump administration has become a rogue outlier in its shortsighted attempt to prop up the dirty fossil fuel industries of the past.	agrees	neutral	agrees	agrees	neutral	neutral	agrees	agrees	2	5	t33	0.002347654954713281	0.9814938504600652	0.01615849458522148
608	neutral	0.25	A fossil fuel revolution is aborning.	neutral	neutral	neutral	neutral	agrees	neutral	agrees	neutral	2	5	t34	0.0008758222943402622	0.0005667598043511259	0.9985574179013084
609	neutral	0.25	Rising sea levels allowed tsunamis to reach much further inland, significantly increasing the risk of floods.	neutral	neutral	agrees	neutral	agrees	neutral	neutral	neutral	2	5	t35	0.0008561005553579051	0.000565267971840883	0.9985786314728012
610	agrees	0.625	That means methane may be a bigger global warming issue than thought.	agrees	neutral	agrees	agrees	agrees	agrees	neutral	neutral	2	5	t36	0.4169895465098524	0.032410323806277085	0.5506001296838704
611	agrees	0.375	This will help us begin to more concretely talk about what’s already happening at the state and local level to reduce carbon emissions in the electricity sector.	neutral	disagrees	agrees	agrees	agrees	neutral	neutral	agrees	2	5	t37	0.04997064261806388	0.2904876096298234	0.6595417477521127
612	neutral	0.0	The Keystone XL pipeline-enabled production of tar sands oil would create as much as 5.3 billion metric tons of carbon dioxide-equivalent by 2050.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	2	5	t38	0.0037075925401400924	0.04063639826557327	0.9556560091942866
613	neutral	0.625	On the warmest day this month, half the ice sheet’s surface is melting, double the norm for this time of year.	agrees	agrees	agrees	neutral	agrees	agrees	neutral	neutral	2	5	t39	0.002359531310212023	0.9801917397296402	0.017448728960147732
614	disagrees	-1.0	The standard global warming narrative is stale and alienating — and perhaps worst of all, stuck in the technical weeds.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	2	5	t4	0.004015611994207543	0.06425198634620782	0.9317324016595846
615	agrees	0.5	The release of the anthropogenic greenhouse gases contributed to 90 percent or even higher of the observed increase in the global average temperature in the past 50 years.	agrees	neutral	agrees	agrees	agrees	neutral	neutral	neutral	2	5	t5	0.0040043541662370934	0.060573430763404636	0.9354222150703584
616	disagrees	-0.25	The threat to humanity comes more from global warming policies.	disagrees	neutral	agrees	disagrees	agrees	neutral	disagrees	disagrees	2	5	t6	0.004625925408632857	0.8889731887436497	0.10640088584771733
617	neutral	0.25	By facilitating the exploitation of particularly carbon-dense Canadian tar sands, Canada will substantially increase greenhouse gas emissions into the atmosphere.	neutral	neutral	agrees	neutral	neutral	agrees	neutral	neutral	2	5	t7	0.012449050149707848	0.7550166151643299	0.23253433468596224
618	neutral	0.25	Warm sea-surface conditions in the tropical North Atlantic are a driving force in the unusually active 2017 Atlantic hurricane season, which included Harvey, Irma, Maria, and three other major hurricanes in the North Atlantic.	agrees	disagrees	agrees	neutral	agrees	neutral	neutral	neutral	2	5	t8	0.0009003319404653164	0.0005779084244677767	0.998521759635067
619	disagrees	-0.625	Science disagrees with his phony claim that this cold snap has anything to do with Climate Change, Global Warming, or whatever these Truthers are calling it this week.	disagrees	neutral	disagrees	disagrees	agrees	disagrees	disagrees	disagrees	2	5	t9	0.006701219022548889	0.5200234328945529	0.4732753480828982
620	disagrees	-0.875	Global warming is a hoax.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	neutral	disagrees	2	6	s0			
621	agrees	0.875	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	agrees	agrees	agrees	neutral	agrees	agrees	agrees	agrees	2	6	s1			
622	neutral	0.0	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	2	6	s2			
623	agrees	1.0	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	2	6	s3			
624	neutral	0.0	Some icebergs are cute.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	2	6	s4			
625	disagrees	-0.5	It is inherently self-serving for the Intergovernmental Panel on Climate Change to identify human activities as the cause of global warming.	neutral	disagrees	disagrees	neutral	disagrees	neutral	neutral	disagrees	2	6	t0	0.7594563579862434	0.0025572569396664136	0.2379863850740901
626	agrees	0.625	There are numerous researchers predicting massive, catastrophic global warming within the next century.	neutral	agrees	neutral	neutral	agrees	agrees	agrees	agrees	2	6	t1	0.00492273441618256	0.6961833433335873	0.2988939222502301
627	neutral	0.125	Kauppinen is the author of a separate submission to Nature in 2010 that also contests the UN Climate Panel’s consensus view on the degree to which human activity contributes to global climate change.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	agrees	2	6	t10	0.0019481513101508481	0.014796716487963012	0.983255132201886
628	neutral	0.0	Such fires happened hundreds of years ago, after global temperatures had risen slightly.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	2	6	t11	0.002186005185167689	0.9766301432680832	0.02118385154674909
629	neutral	-0.125	Nuclear power would not “ make a big difference in reducing carbon emissions in the next two decades, when the biggest reductions will have the most impact, ” because the industry could not build enough reactors during that time.	neutral	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	2	6	t12	0.03719362624308396	0.9135478360827284	0.049258537674187766
630	disagrees	-0.5	We are instead seeing weather history repeat itself, and this poses an important question to activists pointing to Sandy as “ overwhelming evidence ” of global warming as its cause.	neutral	disagrees	disagrees	disagrees	disagrees	neutral	neutral	neutral	2	6	t13	0.003855254110534903	0.14196646062727894	0.8541782852621861
631	neutral	-0.125	The Arctic Ice Sheet is at a record size for this time of year.	neutral	neutral	disagrees	neutral	neutral	neutral	agrees	disagrees	2	6	t14	0.0018759517268908921	0.01304553758533245	0.9850785106877769
632	agrees	0.625	Humans make a contribution to global warming.	agrees	agrees	neutral	neutral	agrees	neutral	agrees	agrees	2	6	t15	0.0048691098619054645	0.6620757276613122	0.3330551624767825
633	neutral	0.375	This deal is expected to lead to the deployment of a global climate change refugee visa system that in the near future could help to more easily relocate individuals and corporations facing the impacts of climate change.	neutral	neutral	agrees	neutral	neutral	agrees	agrees	neutral	2	6	t16	0.0007873692474349048	0.9985675511617044	0.0006450795908608611
634	agrees	0.75	At the global level, nations must adopt transformative climate change policies.	agrees	neutral	agrees	agrees	agrees	agrees	neutral	agrees	2	6	t17	0.003740325927830536	0.12368662786782762	0.8725730462043417
635	neutral	0.125	A runaway greenhouse effect on Venus led to temperatures hot enough to melt lead.	neutral	neutral	agrees	neutral	neutral	neutral	neutral	neutral	2	6	t18	0.0021146131165974526	0.020317785370537324	0.9775676015128651
636	neutral	-0.375	It would be healthy for the Intergovernmental Panel on Climate Change to focus on regional impacts and to focus on individual phenomena rather than the big global thing.	neutral	neutral	neutral	neutral	neutral	disagrees	disagrees	disagrees	2	6	t19	0.0007415109186589691	0.0006247349922611407	0.9986337540890798
637	neutral	0.125	The voluntary national contributions agreed in Paris would have to triple if the world is to cap global warming below 2 degrees C.	neutral	neutral	agrees	neutral	neutral	neutral	neutral	neutral	2	6	t2	0.00368856907566828	0.0009541522868610475	0.9953572786374706
638	neutral	0.375	The irony of the US government touting “ cleaner ” fossil fuels even as they take steps to dismantle standards to prevent methane leaks and pollution from coal-fired power plants.	neutral	agrees	neutral	neutral	agrees	neutral	neutral	agrees	2	6	t20	0.7567045901808882	0.0025580404414874388	0.24073736937762444
639	agrees	0.625	The ramifications of vanishing ice will also be felt far from the poles.	agrees	neutral	agrees	agrees	neutral	neutral	agrees	agrees	2	6	t21	0.18590017176199694	0.008200994764957432	0.8058988334730457
640	neutral	-0.125	Global tropical activity, which can be measured using the ACE Index (Accumulated Cyclone Energy), is near record lows according to peer-reviewed research.	neutral	disagrees	disagrees	neutral	neutral	neutral	agrees	neutral	2	6	t22	0.004525313066711992	0.7847319213945058	0.21074276553878224
641	agrees	1.0	Global warming has already caused significant crises in Africa.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	2	6	t23	0.003700586712528722	0.11574562265064385	0.8805537906368274
642	agrees	1.0	Climate change will reduce crop output in many areas, sending global food prices soaring and triggering unrest among those already pushed to the limit under existing conditions.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	2	6	t24	0.0023345669537112373	0.9739421361217024	0.023723296924586336
643	neutral	-0.25	The real goal in global warming is to redistribute the world’s wealth.	neutral	disagrees	neutral	neutral	disagrees	neutral	agrees	disagrees	2	6	t25	0.002005939420732011	0.014973466291271281	0.9830205942879968
644	agrees	0.75	Global warming caused Sandy.	agrees	neutral	agrees	agrees	agrees	agrees	neutral	agrees	2	6	t26	0.21095565519459636	0.002740779923006791	0.7863035648823969
645	agrees	0.5	We can expect the Arctic to be ice-free in summer within 20 years.	neutral	neutral	agrees	agrees	neutral	agrees	neutral	agrees	2	6	t27	0.005010198296634742	0.3956772510483784	0.5993125506549869
646	neutral	0.25	90 U.S. communities are considered “ inundated today, ” mostly in Louisiana and Maryland, where allegedly seas are rising and the land is sinking.	neutral	agrees	agrees	neutral	neutral	neutral	neutral	neutral	2	6	t28	0.004688335870318151	0.7070541016461575	0.28825756248352435
647	agrees	0.875	2 degrees is not good enough to avoid global catastrophe, and so we would have to cut carbon emissions enough to prevent world temperatures from rising more than 1.5 degrees Centigrade.	agrees	agrees	agrees	neutral	agrees	agrees	agrees	agrees	2	6	t29	0.14495011274372793	0.00789624507016991	0.8471536421861021
648	agrees	0.75	Rising sea levels could force Los Angeles International Airport (LAX) to be moved.	agrees	agrees	agrees	agrees	agrees	neutral	neutral	agrees	2	6	t3	0.0007583746575430057	0.9986255694798816	0.0006160558625754063
649	neutral	-0.125	But the plant will strip out about two-thirds of carbon dioxide emissions, leaving emissions at about the same level as cleaner-burning natural gas.	disagrees	neutral	neutral	neutral	neutral	neutral	agrees	disagrees	2	6	t30	0.0007889145599312548	0.9985874609337869	0.0006236245062817249
650	agrees	0.875	Impacts on people from their melting will range from worsened air pollution to more extreme weather, while lower pre-monsoon river flows will throw urban water systems and food and energy production off-kilter.	agrees	agrees	agrees	agrees	agrees	neutral	agrees	agrees	2	6	t31	0.5725377828481985	0.008719665297849422	0.4187425518539521
651	neutral	-0.125	Global warning will be overridden by this effect, giving humankind and the Earth 30 years to sort out our pollution.	neutral	disagrees	neutral	disagrees	agrees	neutral	disagrees	agrees	2	6	t32	0.002342114000704736	0.9730833669930592	0.02457451900623605
652	agrees	0.5	The agency is “ 99 % certain ” record-high global temperatures are due to human activity.	neutral	agrees	agrees	neutral	agrees	neutral	neutral	agrees	2	6	t33	0.0049454882979838065	0.5149581153728242	0.4800963963291921
653	agrees	0.875	Flooding, droughts and other climate impacts could have devastating effects on economies, agriculture and human health, particularly in developing countries.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	neutral	2	6	t34	0.003242766995866105	0.07775797829805807	0.9189992547060758
654	neutral	0.0	Rising global temperatures during the 19th and 20th centuries could be linked to greater plant photosynthesis.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	disagrees	2	6	t35	0.0021009516179506323	0.980515665588896	0.01738338279315324
655	neutral	0.5	Each 1 degree Celsius rise in atmospheric warming would lead eventually to 2.3 meters of sea-level rise.	neutral	agrees	agrees	neutral	agrees	neutral	agrees	neutral	2	6	t36	0.2537459678486451	0.008679081182432808	0.7375749509689221
656	neutral	0.0	If families having fewer children should do so even if that emission has no real-world effect in order to satisfy Rieder’s morals.	neutral	agrees	neutral	neutral	disagrees	neutral	neutral	neutral	2	6	t37	0.00179720732917044	0.9884802764175322	0.009722516253297337
657	neutral	0.0	This analysis will help settle the scientific debate regarding global warming and its human causes.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	2	6	t38	0.3794934072974424	0.2795688040081575	0.3409377886944002
658	agrees	1.0	Sea level rise will be the greatest environmental threat to coastal cities from Miami to Mumbai.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	2	6	t39	0.004921503137798273	0.6432365741068528	0.35184192275534903
659	agrees	0.5	Sarah Palin and Rush Limbaugh are trying to kill us with global warming disinformation.	agrees	agrees	agrees	neutral	agrees	disagrees	neutral	agrees	2	6	t4	0.0021450027819297566	0.9799043561425156	0.01795064107555461
660	neutral	0.375	Global warming is caused by human greenhouse gases.	neutral	agrees	neutral	neutral	neutral	neutral	agrees	agrees	2	6	t5	0.040552733475960265	0.0060372133424451855	0.9534100531815948
661	neutral	0.125	Europe is preparing to rein in the pace of its drive to slow global warming.	neutral	agrees	neutral	neutral	neutral	neutral	neutral	neutral	2	6	t6	0.004839677208238242	0.4526609324557822	0.5424993903359795
662	agrees	0.625	A 50-gigaton “ burp ” of methane from thawing Arctic permafrost beneath the East Siberian sea is highly possible at anytime.	agrees	agrees	agrees	neutral	neutral	neutral	agrees	agrees	2	6	t7	0.11612615861923542	0.027826376006738804	0.8560474653740257
663	agrees	1.0	A third of the world’s oil, coal and other fossil fuel reserves must remain untouched until 2050 to stave off catastrophic climate change.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	2	6	t8	0.0007288189691366707	0.0006225628695065988	0.9986486181613567
664	neutral	0.375	It used to be more snow and ice, but now it’s more rock.	neutral	agrees	agrees	neutral	neutral	neutral	agrees	neutral	2	6	t9	0.0007538580660560322	0.9986123575191618	0.0006337844147822107
665	disagrees	-1.0	Global warming is a hoax.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	2	7	s0			
666	agrees	0.5	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	neutral	agrees	neutral	agrees	agrees	agrees	neutral	neutral	2	7	s1			
667	neutral	-0.125	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	disagrees	neutral	neutral	neutral	neutral	neutral	neutral	2	7	s2			
668	agrees	1.0	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	2	7	s3			
669	neutral	-0.125	Some icebergs are cute.	neutral	disagrees	neutral	neutral	neutral	neutral	neutral	neutral	2	7	s4			
670	neutral	-0.25	The drop in carbon-dioxide emissions came from the United States, where carbon dioxide emissions fell 3%, or 160 million tonnes, while the economy grew by 1.6%.	neutral	disagrees	neutral	neutral	neutral	neutral	neutral	disagrees	2	7	t0	0.06337973427677138	0.0031213839820247234	0.9334988817412041
671	neutral	0.0	The seas have warmed.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	2	7	t1	0.0005015835035009015	0.0008051990598704357	0.9986932174366286
672	neutral	0.375	Most Caribbean coral reefs will disappear within the next 20 years unless action is taken to protect them, primarily due to the decline of grazers such as sea urchins and parrotfish.	neutral	agrees	neutral	agrees	neutral	neutral	neutral	agrees	2	7	t10	0.019464814326890543	0.6888604190493104	0.2916747666237991
673	agrees	0.625	The melting of ice sheets in Antarctica will cause massive problems for the rest of the world.	neutral	agrees	neutral	agrees	agrees	agrees	neutral	agrees	2	7	t11	0.0005005460673017099	0.0008325280112613647	0.9986669259214368
674	neutral	-0.25	The South Pole is gaining more ice than it’s losing.	neutral	disagrees	neutral	disagrees	neutral	neutral	neutral	neutral	2	7	t12	0.357916339664817	0.004394711742110242	0.6376889485930728
675	agrees	0.875	Global warming is n’t approaching — it had already arrived.	agrees	agrees	agrees	agrees	agrees	neutral	agrees	agrees	2	7	t13	0.006010120514900337	0.0015686196890762867	0.9924212597960232
676	neutral	0.5	Large forest fires have occurred more often in the western United States since the mid-1980s as spring temperatures increased, snow melted earlier, and summers got hotter, leaving more and drier fuels for fires to devour.	neutral	agrees	neutral	agrees	neutral	agrees	neutral	agrees	2	7	t14	0.027356583656657957	0.9604022803962056	0.012241135947136434
677	disagrees	-0.375	Moreover, the focus on man-made global warming is detracting attention from real environmental disasters to nature’s detriment.	disagrees	agrees	disagrees	neutral	disagrees	neutral	neutral	disagrees	2	7	t15	0.006099088785010253	0.001587274593336524	0.9923136366216532
678	neutral	0.25	Fossil fuel corporations just have too much control over Congress.	neutral	neutral	neutral	neutral	agrees	neutral	neutral	agrees	2	7	t16	0.01516692183014696	0.1021944060453667	0.8826386721244864
679	disagrees	-0.75	The widespread warming of the Arctic region in the past 20 years would be an economic boon, allowing the exploitation of new gas and oilfields and enabling shipping to travel faster between Europe and Asia.	disagrees	disagrees	disagrees	disagrees	neutral	disagrees	neutral	disagrees	2	7	t17	0.0023077827992320013	0.1394216487844493	0.8582705684163187
680	neutral	-0.5	Individual actions have very little real-world effect on climate change.	neutral	disagrees	neutral	neutral	disagrees	neutral	disagrees	disagrees	2	7	t18	0.002727180051603213	0.27232871107077594	0.7249441088776208
681	agrees	0.75	Global warming is real.	agrees	agrees	agrees	agrees	agrees	neutral	neutral	agrees	2	7	t19	0.002669977387143181	0.7478906703170124	0.2494393522958445
682	agrees	0.375	Rep. Dana Rohrabacher (R-Calif) doesn’t think carbon dioxide causes global warming, a denial of science so basic it’s essentially the same as saying the Earth is flat.	neutral	disagrees	neutral	agrees	agrees	agrees	neutral	agrees	2	7	t2	0.1063030232080319	0.003543493019394771	0.8901534837725732
683	neutral	0.25	This will require, at a minimum, slashing the use of fossil fuels.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	agrees	2	7	t20	0.0014431369394239167	0.9719218554065152	0.026635007654060773
684	neutral	0.25	Over the past century, the Global Mean Sea Level (GMSL) has risen by 4 to 8 inches (10 to 20 centimeters).	neutral	agrees	neutral	neutral	neutral	agrees	neutral	neutral	2	7	t21	0.003015911537014589	0.5165184318771168	0.4804656565858687
685	agrees	1.0	Global warming and sea level rise are increasing the likelihood that New York City would be paralyzed by major flooding.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	2	7	t22	0.7074813941399094	0.02253028799515199	0.26998831786493865
686	neutral	0.25	Carbon carbon is unlocked and can be released into the earth’s atmosphere, accelerating climate change.	agrees	disagrees	neutral	neutral	neutral	agrees	neutral	agrees	2	7	t23	0.002252431523081855	0.13364062086368478	0.8641069476132334
687	neutral	0.375	Shifting the energy system from fossil fuels to zero-or low-carbon sources including wind and solar power would reduce consumption growth by about 0.06 percentage points per year.	agrees	agrees	neutral	neutral	neutral	neutral	agrees	neutral	2	7	t24	0.9431475633952852	0.002635087530370941	0.05421734907434366
688	agrees	0.625	Antibiotics are losing their effectiveness at a rate that is both alarming and irreversible — similar to global warming.	agrees	disagrees	agrees	agrees	agrees	agrees	neutral	agrees	2	7	t25	0.3593362324519004	0.004588970722692386	0.6360747968254072
689	neutral	0.25	We as a species have never experienced 400 parts per million of carbon dioxide in the atmosphere.	neutral	neutral	agrees	neutral	neutral	neutral	neutral	agrees	2	7	t26	0.001926711851786636	0.9314287190801506	0.06664456906806282
690	disagrees	-0.625	Just what forced the release of the Climategate files – and as a consequence revealed the uncertainty of the science and the co-opting of the process that legitimizes global warming research.	neutral	disagrees	disagrees	disagrees	agrees	disagrees	disagrees	disagrees	2	7	t27	0.0018649649730304988	0.068247301640807	0.9298877333861624
691	neutral	0.125	Sea surface temperatures in the region rise, producing an increase in average atmospheric moisture content.	neutral	agrees	neutral	neutral	neutral	neutral	neutral	neutral	2	7	t28	0.0019961789214973727	0.08508120704392662	0.912922614034576
