80319,"A study by Michael Dorcas, formerly a biologist at Davidson College in Davidson, N.C., found that in some some places pythons had devoured nearly all the mammals, including raccoons, marsh rabbits and even deer.","that in some some places pythons had devoured nearly all the mammals , including raccoons , marsh rabbits and even deer",3
189468,"Ramirez had said Saturday that the state oil company would be able to restart the refinery ""in a maximum of two days,"" then later said it would be two days once the fire was out.",it would be two days once the fire was out,3
227549,The report's authors rightly conclude that technological innovation holds the key to continuing environmental leadership.,that technological innovation holds the key to continuing environmental leadership,0
70308,"""And we know now that it's happening everywhere, not just in urban areas but all across the country and Canada and Europe.''","that it 's happening everywhere , not just in urban areas but all across the country and Canada and Europe",3
15246,"And they can make clear how more carbon dioxide has led to higher temperatures, rising seas and more flooding.","how more carbon dioxide has led to higher temperatures , rising seas and more flooding",0
66925,"“Leisure activities have to be connected to your priorities,” Mr. Loflin said.",Leisure activities have to be connected to your priorities,3
238856,"In discussion with his peers from 17 other Pacific Rim nations, President Clinton lobbied vigorously in favor of his plan to curb greenhouse gases, but won no commitments for limits by the developing nations that he insists must be covered by any treaty.",that must be covered by any treaty,3
29630,"White House officials, insisting on concrete commitments measured in tons of gases, have rejected written offers from some industry groups to take nonspecific actions, several industry officials said.","White House officials , insisting on concrete commitments measured in tons of gases , have rejected written offers from some industry groups to take nonspecific actions",3
189047,"FATHER MIGUEL D’ESCOTO: Si, it was Robert McNamara, said, “You know, if we lose this war, we will be accused of crimes, of war crimes.” But you don’t have to lose it to commit war crimes.","Si , it was Robert McNamara ,",3
76814,"Studying how life evolved in the alien conditions of Earth&aposs deep past may shed light on ""conditions that may more closely align with the temperature or atmospheric compositions of a wide variety of planets outside our Solar System,"" Kacar said.","Studying how life evolved in the alien conditions of Earth&aposs deep past may shed light on "" conditions that may more closely align with the temperature or atmospheric compositions of a wide variety of planets outside our Solar System",2
127894,These documents reveal that civil society was right to be concerned about TTIP.,that civil society was right to be concerned about TTIP,3
112734,"“We can’t recall seeing a stretch like this,” said Jose Arballo, a spokesman for the county health department, who added that the cities in the western end of the county have had temperatures above 115 degrees for days at a time.",that the cities in the western end of the county have had temperatures above 115 degrees for days at a time,0
166701,"""We've had a great 100-year run with petroleum,"" Clifford says.",We 've had a great 100-year run with petroleum,1
227146,"""We're studying where we live,"" he said, walking down a corridor in the Terrestrial Information Systems Laboratory, otherwise known as Code 619, in Building 32 at NASA Goddard Space Flight Center in Greenbelt.",We 're studying where we live,3
130861,"Other critics say that a transition to cleaner fuels will happen eventually based on natural trends in energy markets, and that forcing a change too rapidly would do more harm than good.","that a transition to cleaner fuels will happen eventually based on natural trends in energy markets , and that forcing a change too rapidly would do more harm than good",2
115335,And something I think that’s important to note is that Exxon actually did for a while take what my grandfather said seriously.,that ’s important to note is that Exxon actually did for a while,2
15214,"The latest is his signature Clean Power Plan, which Environmental Protection Agency Administrator Scott Pruitt says he will begin the arduous process of unwinding.",which he will begin the arduous process of unwinding,3
80551,"That said, I would like to address the concerns some people have about limits on their choices.",I would like to address the concerns some people have about limits on their choices,3
224071,"Even more interesting, Ms. Ruby adds: “We also noticed a 40 percent reduction in the amount of food waste.” Because students couldn’t carry as much, she explains, they didn’t take more than they could eat.",We also noticed a 40 percent reduction in the amount of food waste,2
16118,"“Trump originally thought he could have a relationship with Tillerson that’s almost social,” says one Trump adviser, “the way his relationships are with Wilbur Ross and Steve Mnuchin.” But unlike Trump’s commerce and Treasury secretaries — plutocrats who, like Trump, are on their third, younger wives — Tillerson, who is 65 and has been married to the same woman for 31 years, has shown little interest in being the president’s running buddy; instead of Saturday-night dinners with Trump at his Washington hotel, Tillerson favors trips home to Texas to see his grandchildren or to Colorado to visit his nonagenarian parents.",he could have a relationship with Tillerson that ’s almost social,3
94250,"BILL McKIBBEN: Well, we’re going to have to — I mean, the trouble is that what we’re dealing with, Amy, is not a debate between China and the US or between Republicans and Democrats, fundamentally; it’s a debate between human beings and physics and chemistry.","that what we ’re dealing with , Amy , is not a debate between China and the US or between Republicans and Democrats , fundamentally",3
105011,"Early estimates show the territory could need up to $700 million in loans, said Orlando Smith, the premier and top locally elected official.",the territory could need up to $ 700 million in loans,3
204118,"If these pro-Trump college students haven’t figured out that a lot of people are in fear for their futures and the futures of their families under a Trump-led country, then I fear for America’s future if these clueless young folks are our future leaders.",that a lot of people are in fear for their futures and the futures of their families under a Trump - led country,3
144569,"North Koreans Pushed To Starvation, Officials Say Two months of high temperatures and no rain in North Korea have pushed millions of people in the isolated country, whose food stocks were already low, to the brink of famine, reported relief officials returning from recent visits there.",North Koreans Pushed To Starvation,3
279992,"And so it took time for Republicans to realize that rapidly enriching the private sector was a better way to “starve the beast,” at least on a relative basis, than the familiar frontal attack on entitlement spending.","that rapidly enriching the private sector was a better way to “ starve the beast , ” at least on a relative basis , than the familiar frontal attack on entitlement spending",3
167661,"Partly it’s that agricultural system representatives tend to think and talk production – even when discussing conservation, she adds.",Partly it ’s that agricultural system representatives tend to think and talk production,3
18723,"“Galvanized steel, copper, and aluminum are preferred gutter materials,” reports Austin Energy, the Texas capital’s community-owned electric utility.","Galvanized steel , copper , and aluminum are preferred gutter materials",3
39014,"Scientists say that even if the countries followed today's commitments to the letter, they wouldn't succeed in halting climate change.","that even if the countries followed today 's commitments to the letter , they would n't succeed in halting climate change",1
209396,"But because the science underlying alternative theories is deficient, many educators argued that such legislation was simply a back door to teaching religion in science classes.",that such legislation was simply a back door to teaching religion in science classes,0
212928,"For all we've learned in the years since then, about rising, warming waters and melting arctic ice, we never really have gotten on with it; somehow, other issues are always pronounced more pressing.","For all we 've learned in the years since then , about rising , warming waters and melting arctic ice , we never really have gotten on with it",0
160497,"After years of research, scientific debate, court cases, public hearings and comments, Senator Murkowski is suggesting that we simply choose to ""un-learn"" that global warming is happening and that it will be dangerous to human health and welfare.",that global warming is happening and that it will be dangerous to human health and welfare,0
795,"Rather than the earlier prediction of warmer and drier weather here, conditions would get cooler and wetter, said climatologists Derek Winstanley and Stanley Changnon of the Illinois State Water Survey, in Champaign.","Rather than the earlier prediction of warmer and drier weather here , conditions would get cooler and wetter",1
215120,"if you agree with me that three-page tax code needs to be passed, lobbyists aren’t going to be in my office.",that three - page tax code needs to be passed,3
273241,Beard said he hasn't had a chance to respond to Abraham but plans to do so.,he has n't had a chance to respond to Abraham but plans to do so,3
67376,"Sure, energy prices would go up - if we're serious about deficit reduction, there is no free lunch.","Sure , energy prices would go up - if we 're serious about deficit reduction",2
129401,"“But you can’t fight a global problem from one state,” he says, adding that it will take global action to fight such problems as the acidification and overall warming of the ocean.",But you ca n’t fight a global problem from one state,2
184466,"Without that bill, I’m afraid that not only the US will fail to have a cap, but Australia and Canada will follow suit.","that not only the US will fail to have a cap , but Australia and Canada will follow suit .",2
148624,"""Only the worst cynic could admit the polar bear is being driven extinct by global warming, then issue a gag order to stop government scientists from talking about it,"" said Kieran Suckling, policy director with the Center for Biological Diversity in Tucson.",the polar bear is being driven extinct by global warming,0
264429,"Others are sold as add-ons: Travel companies allow customers to “fly green,” UPS customers can offset the cost of shipping packages, Ford car buyers can drive “carbon neutral” for $29.95 per year, and the Harvard Law School urges students to buy offsets when they travel for job interviews.",Others are sold as add - ons,3
247542,"Still, opponents of the lawsuit have stressed that just one fish has been found in 10 months of searching, and say that closing the O’Brien and Chicago Locks would have drastic economic ramifications without any guarantee of keeping the carp out.",that closing the O’Brien and Chicago Locks would have drastic economic ramifications without any guarantee of keeping the carp out,3
260662,"She has no history of business ownership; she boasts no military service; she exhibits no vocational skills; she has raised no children; she has not dealt seriously with a zoning committee or a regulatory agency or a union boss; she has not written, amended, or influenced a single alteration to the legal regime under which we live.",She has no history of business ownership,3
27019,"With weeks of drought, the heat wave and forecasts for lightning but little rainfall this weekend, firefighting crews took up positions in eastern Oregon, Nevada, Utah and California, and they are expecting the worst.","crews took up positions in eastern Oregon , Nevada , Utah and California",3
71315,"And after Washington’s most recent shameful display of deadlock and dysfunction, it would be wishful thinking to presume that Congress will act on this issue anytime soon.",that Congress will act on this issue anytime soon,3
245053,"Europe's highest court ruled Wednesday that the European Union has the legal right to force foreign airlines to pay for their greenhouse gas emissions, a decision that could boost ticket prices but also encourage airlines to curb their carbon output.","that the European Union has the legal right to force foreign airlines to pay for their greenhouse gas emissions , a decision that could boost ticket prices but also encourage airlines to curb their carbon output",0
223287,And I think I want to do a little experiment with you for my own selfish reasons.,I want to do a little experiment with you for my own selfish reasons,3
232047,"“You can see how satellite measurements have changed the way we look at ice sheets.” Satellite observations, she says, showed fast-flowing ice streams that altered scientists’ previous ideas.",how satellite measurements have changed the way we look at ice sheets,2
53406,"The forecast was based on an expected change in sunspots and ocean temperatures, still better-understood factors than climate change, said the almanac's editor, Janice Stillman.","The forecast was based on an expected change in sunspots and ocean temperatures , still better - understood factors than climate change",2
42739,AMY GOODMAN: And what do you think has to be done about that?,what has to be done about that,3
165689,"As a result, future energy supplies are likely to come from a much wider range of sources.” By the end of grade 5, NGSS will ensure students learn that, “If Earth’s global mean temperature continues to rise, the lives of humans and other organisms will be affected in many different ways.” The NGSS dictate that, by the end of grade 8, students should know: Human activities, such as the release of greenhouse gases from burning fossil fuels, are major factors in the current rise in Earth’s mean surface temperature (global warming).","that , by the end of grade 8 , students should know :",3
117893,"Haw, the more proactive of the little men, realizes that the cheese has all but disappeared and sets out in the maze to find new cheese.",that the cheese has all but disappeared and sets out in the maze to find new cheese,3
169434,"But overall, we are seeing, as I said, there’s been a 0.7 degree increase over the last century, and that’s a real increase.","as I said , there ’s been a 0.7 degree increase over the last century , and that ’s a real increase",0
186837,Many were encouraged by a breakthrough in lower-level talks late Tuesday that put in place a system to ensure that countries comply with their pollution targets -- previously seen as a stumbling block that could have sunk the treaty.,that countries comply with their pollution targets,2
238555,"""Breaking news, right now, the Chamber of Commerce saying it will reverse its position on the climate-change bill,"" the anchor reported.",it will reverse its position on the climate - change bill,2
179791,"""I'm not sure you want to throw this out in advance of further international negotiations"" over a global warming treaty.","you want to throw this out in advance of further international negotiations "" over a global warming treaty",2
101197,"Two decades of data indicate glaciers in southern Alaska are losing ice, though not as rapidly as in West Antarctica, said Evan Burgess, a University of Alaska Fairbanks glaciologist and member of the IceBridge Alaska team.","Two decades of data indicate glaciers in southern Alaska are losing ice , though not as rapidly as in West Antarctica",0
33454,"European delegates and environmentalists say ""sinks"" may be the most critical issue to be resolved during the two-week climate conference, which seeks agreements on programs to cut emissions of greenhouse gases over the next 12 years.",""" sinks "" may be the most critical issue to be resolved during the two - week climate conference , which seeks agreements on programs to cut emissions of greenhouse gases over the next 12 years",0
65281,"Electricity means children can study at night, electric stoves can be used instead of pollution-emitting coal, and people can have access to a wider community through television or radio.",Electricity means children can study at night,3
127399,"They carried a banner reading, ""Bush: Let NOAA Tell the Truth"" and brought food and drink with them.","NOAA Tell the Truth "" and brought food and drink with them",2
31141,"This price appears to be a bargain, the economists write, but the true costs -- once health costs, military costs and the like are taken into account -- are more than twice high: 8.8 cents per kilowatt hour.",This price appears to be a bargain,3
275892,"“He didn’t influence the process in an outward way,” says Goethel, the council’s sole dissenting vote.",He did n’t influence the process in an outward way,3
218558,"But as long as somebody is violating that agreement, we’re not going to be the only one to adhere to it,” he said.","But as long as somebody is violating that agreement , we ’re not going to be the only one to adhere to it",2
207236,"I have to be the only country that can make profit out of something?” I mean, if you have a raw natural resource that is very important, think how you are going to use it responsibly, not think how you’re going to benefit for your own profit.",how you ’re going to benefit for your own profit,3
203605,"“The changes to the parks law are a worrying precedent,” he says.",The changes to the parks law are a worrying precedent,0
255743,"""The study is important because it formalizes what many scientists have been sensing as a gut instinct: that the increase in extreme heat that we've witnessed in recent decades, and especially in recent years, really cannot be dismissed as the vagaries of weather,"" said Pennsylvania State University climate scientist Michael Mann.",what many scientists have been sensing as a gut instinct,2
260585,"The company's environmental director for renewable energy, Tim Hayes, said Duke is doing all it can, not only because it wants to fix the problem but because it could reduce the company's liability.","Duke is doing all it can , not only because it wants to fix the problem but because it could reduce the company 's liability",3
230507,"In December, newly elected Tennessee Congressman Mark Green (R) said, “Let me say this about autism…I have committed to…stand on the CDC’s desk and get the real data on vaccines.",me say this about autism,3
280035,It is hard to imagine what measures might allow many of our great coastal cities to survive a 12-foot increase.,many of our great coastal cities to survive a 12-foot increase,3
155664,"""High temperatures have been putting a strain on our equipment,"" Morris said.",High temperatures have been putting a strain on our equipment,0
227515,"And ordinary people would say, “Well, we don’t know what is happening.” And I would really want to quote one mother who said, “I think there is something that the North are doing, because the sun no longer behaves the same way.” So, if an ordinary mother can say so, she’s expressing issues that the scientists also write so intensely and in a very mystified manner.",there is something that the North are doing,3
24156,"The measure was hailed Tuesday by environmentalists as a breakthrough and condemned by industry advocacy groups, who said it would create an energy tax.",it would create an energy tax,2
90224,"Daily flooding caused by high tides will occur in the District and Annapolis within three decades as sea levels continue to rise due to global warming, a new study says.",Daily flooding caused by high tides will occur in the District and Annapolis within three decades as sea levels continue to rise due to global warming,0
234582,"In doing so, they hope to predict how well Antarctica's ice will withstand rising temperatures in the century to come.",how well Antarctica 's ice will withstand rising temperatures in the century to come,0
13716,"AMONG A CALL FOR MORE OIL DRILLING, RENEGING ON THE KYOTO PROTOCOL AND BANNING ASSISTANCE TO GLOBAL FAMILY PLANNING PROGRAMS, IT'S HARD TO SAY WHICH OF THE PRESIDENT'S POLICIES SPELLS BIGGER TROUBLE FOR MOTHER EARTH.",WHICH OF THE PRESIDENT 'S POLICIES SPELLS BIGGER TROUBLE FOR MOTHER EARTH,0
206759,"He’d scatter a fertilizer of iron dust on 2.4 million acres of the South Pacific, he announced.",He ’d scatter a fertilizer of iron dust on 2.4 million acres of the South Pacific,3
187137,"Taken together, that data suggest temperatures in the region haven't been this high since perhaps as long as 120,000 years ago, according to the study.","temperatures in the region have n't been this high since perhaps as long as 120,000 years ago , according to the study",1
173780,Climate change to be visible by ZIP code; Online tool will show how sea levels are expected to rise,Climate change to be visible by ZIP code,0
2286,"The European leaders Mr. Bush meets this week aren't likely to find that very satisfactory, and they'll be right.",that very satisfactory,3
59524,"“Against this backdrop of tight supplies and competition, issues related to water rights, prices, and pollution are becoming contentious,” the report noted.","Against this backdrop of tight supplies and competition , issues related to water rights , prices , and pollution are becoming contentious",2
268817,"“Five years ago, if we had come to this stream we would have seen the whole bottom moving just [from] the amount of tadpoles.",the whole bottom moving just [ from ] the amount of tadpoles,3
127477,Climate scientists have measured that snow and ice reflect fully 80 percent of the sunlight that hits it.,that snow and ice reflect fully 80 percent of the sunlight that hits it,3
77400,"And the difficulty is that meetings like this are doomed to fail, because we see ourselves at the center of everything, and our political and our economic priorities have to dominate over everything else.","that meetings like this are doomed to fail , because we see ourselves at the center of everything , and our political and our economic priorities have to dominate over everything else",3
31005,"I associate those higher numbers with warmth despite the minus signs in front of them - and despite the fact that the letter ""a"" comes before ""b"" in the alphabet, a hint that should suffice to remind me that ""a"" is warmer than ""b"" just as ""5"" is a warmer zone than ""4.""","that "" a "" is warmer than "" b "" just as "" 5 "" is a warmer zone than "" 4",2
40420,"The Edison Electric Institute, the trade association for investor-owned utilities, said that it could not predict the impact on electricity rates because “we don’t know how stringent the new standards will be.” “This will be the determining factor as to whether they can be met through efficiency improvements or, if very strict, might result in fuel switching or use of advanced carbon control technologies,” it said in a statement.",that it could not predict the impact on electricity rates because “ we do n’t know how stringent the new standards will be,2
127302,"The United States emits the largest amount of carbon dioxide in the world, but the president rejects the treaty because, he said, it ''would have wrecked our economy.''",it ' ' would have wrecked our economy,3
17523,"Like I say, the U.S. government insures $673 billion of property and much of it is in flood planes and in areas of high erosion due to sea-level rise.",", the U.S. government insures $ 673 billion of property and much of it is in flood planes and in areas of high erosion due to sea - level rise",0
145207,"Changes in carbon isotopes and local plant species suggest that the series of four lakes were once a sea harbor at the heart of trade routes in the region, offering a new piece of the puzzle that suggests a history of environmental changes drove the region into a dark age.",a history of environmental changes drove the region into a dark age,2
112792,"And I think, from the Chinese perspective, it’s more the United States’ failure, that the United States really should have led the way, and then China would have followed.","from the Chinese perspective , it ’s more the United States ’ failure , that the United States really should have led the way , and then China would have followed",2
239488,"Zealandia is usually left out of most climate models dating to 50 million years ago, which could explain why those models have been problematic, Dickens said.",why those models have been problematic,3
111824,DR. JAMES HANSEN: I think it could happen.,it could happen,3
179148,"With large investments in Venezuela, Russia and around Asia and the Middle East, ConocoPhillips should have a broad pipeline of projects coming to fruition in the next few years to make it an even more important global player.",it an even more important global player,3
140164,"“That’s one of the reasons my administration has been focused on helping communities prepare for the effects of climate change.” The president listed a number of ways the federal government is working with the state to help alleviate the drought, including providing millions in emergency loans to farmers and food banks.",communities prepare for the effects of climate change,0
128938,"In one of his earliest speeches, the Pope said he had chosen his name after St. Francis of Assisi who “teaches us profound respect for the whole of creation and the protection of our environment, which all too often, instead of using for the good, we exploit greedily, to one another’s detriment.” In Thursday’s message, Francis said that a concerted effort was needed on behalf of the environment.","he had chosen his name after St. Francis of Assisi who “ teaches us profound respect for the whole of creation and the protection of our environment , which all too often , instead of using for the good",0
54108,"The United Nations has officially confirmed what many of us, including President Trump, knew already: the Paris climate accord was a complete waste of space.","what many of us , including President Trump , knew already",3
97649,"Such statements are unscientific and misleading, because they ignore the most fundamental principle of toxicology, which is that the dose makes the poison.",that the dose makes the poison,3
196264,"It will be a big lift to get there,” said Anthony Paul, a fellow at Resources for the Future, a nonpartisan research organization.",It will be a big lift to get there,3
147127,"During the last week of the Texas Social Studies adoption process, Gerstenschlager implored the State Board of Education to “teach our children both sides of the debate and not just one side of the debate as fact.” Gerstenschlager told Breitbart Texas from Lima, “When we were rewriting the science (standards) TEKS several years ago, conservatives wanted to continue to teach both the strengths and weaknesses of scientific theories as we had done in Texas for several years.",When we were rewriting the science ( standards ) TEKS,3
33551,"Meanwhile, high levels of volcanic gas are being emitted downwind of the volcanic vents, and trade winds hitting Hawaii today may bring these hazardous gasses to other parts of the island, the HVO said.","Meanwhile , high levels of volcanic gas are being emitted downwind of the volcanic vents , and trade winds hitting Hawaii today may bring these hazardous gasses to other parts of the island",3
185116,I don’t think they got it perfect; I think they got it the best they possibly could and get a bill out of committee.,it perfect,3
148126,"Also known as the trembling giant, Pando is a colony of quaking aspen that spans 106 acres (43 hectares) of south-central Utah.",that spans 106 acres ( 43 hectares ) of south - central Utah,3
96444,[youtube JnhbrAt8mFo nolink] Remember that “settled science” that Laurie David’s alleged married boyfriend was forever prattling on about?,married boyfriend was forever prattling on about,3
169748,"And during that time—and I take no personal responsibility for it—things have got considerably worse all around the world—violent flooding and more frequent hurricanes all over the world; Hurricane Katrina, which wrecked New Orleans, and I know Naomi experienced that firsthand; and I’ve seen with my own eyes what’s happening in North Africa, in Chile, in the Middle East and Australia, getting drier, with millions more people finding it difficult to get water or to sustain the agriculture on which their communities have lived.",And during that time — and I take no personal responsibility for it,3
178254,"With a warmer climate, they found that prescribed burns needed to take place only every 20 years, on average; vegetation's growth slows as the climate warms.","With a warmer climate , they found that prescribed burns needed to take place only every 20 years , on average",2
129009,Some US veterans claim they were contaminated by DU residue.,they were contaminated by DU residue,3
10474,"How dare you global warming ""deniers"" have fun in the snow!","global warming "" deniers "" have fun in the snow !",0
39672,"Hansen “and eight co-authors have drafted a fresh paper arguing that the world has already shot past a safe eventual atmospheric concentration of carbon dioxide, which they say would be around 350 parts per million, a level passed 20 years ago,” Andrew Revkin writes.","Hansen “ and eight co - authors have drafted a fresh paper arguing that the world has already shot past a safe eventual atmospheric concentration of carbon dioxide , which they say would be around 350 parts per million , a level passed 20 years ago",0
131073,"And when the commission recommended that the National Institute of Standards and Technology conduct scientific evaluations of the “technical merit of test methods and practices used in forensic science disciplines,” he opposed that, too.",that the National Institute of Standards and Technology conduct scientific evaluations of the “ technical merit of test methods and practices used in forensic science disciplines,3
133309,"Almost everything Americans do uses energy, making the earth warmer and purses thinner, and often raising demand for oil from unstable places.",the earth warmer and purses thinner,0
265863,"It is also known that, under anything like modern conditions, they are so powerfully buffered that alkaline they must remain.",that alkaline they must remain,3
170880,"Many economists argue, correctly I think, that it is not rational to make investments with today's dollars if the benefits of those investments will not accrue for a century or more down the road.","correctly I think , that it is not rational to make investments with today 's dollars if the benefits of those investments will not accrue for a century or more down the road",3
92992,"Conley said she was ""troubled that the suggestions for individual action were buried in the credits ... which ran when most people had left the theater.",that the suggestions for individual action were buried in the credits ... which ran when most people had left the theater,3
5207,"And the recent poll from the civic learning center at Tufts found that 34 percent of people age 18 to 24 were “extremely likely” to vote, a rate that it said came “close to the levels of engagement seen in the 2016 presidential election.” Michael McDonald, an associate professor of political science at the University of Florida who compiles early-voting data, said the signs of increased turnout among the young were “modest” and noted that with higher than usual turnout expected over all, “it just makes sense that we are going to see more young people in the mix.” Another thing worth keeping in mind: The turnout rate for young people hovers around 20 to 25 percent in midterm elections.",that we are going to see more young people in the mix,3
158560,"BP announced earlier in November that it will plead guilty to manslaughter, obstruction of Congress and other charges and will pay a record $4.5 billion in penalties to resolve a Justice Department investigation of the disaster.","that it will plead guilty to manslaughter , obstruction of Congress and other charges and will pay a record $ 4.5 billion in penalties to resolve a Justice Department investigation of the disaster",3
25175,"No gas will be used to heat, light or cool the building; instead, all the energy for the 7,000-square-foot facility will come from photovoltaic panels installed on the roof.","No gas will be used to heat , light or cool the building",3
165296,"And I believe that the eastern part of the state was averaging ten to fifteen percent — sorry, ten to fifteen inches of rain since May 15.","that the eastern part of the state was averaging ten to fifteen percent — sorry , ten to fifteen inches of rain since May 15",2
108867,"Moreover, some research suggested potentially huge crop gains from a sort of counterintuitive ace in the hole: the very increase in carbon dioxide that is causing the planet to warm.",the planet to warm,0
205469,"The “moron” remark had actually elevated Tillerson in the estimation of some in Foggy Bottom — “I feel like it’s curiously redemptive,” the 25-year veteran Foreign Service officer told me — but even these people conceded that they believed he could no longer do his job effectively.",The “ moron ” remark had actually elevated Tillerson in the estimation of some in Foggy Bottom — “ I feel like it ’s curiously redemptive,3
193156,"The author says that certain studies have indicated that the “critical thermal maximum” for human beings is 35 degrees Celsius (95º F), or around skin temperature.","that the “ critical thermal maximum ” for human beings is 35 degrees Celsius ( 95º F ) , or around skin temperature",2
4206,"We heard from the chairs of the Women’s March, including Linda Sarsour, on the opening night, speaking explicitly about the need for a deeply intersectional politic, to use Kimberlé Crenshaw’s very important framing, and saying, “No, this is not—this is not a competition between class and economics and so-called identity politics.","No , this is not — this is not a competition between class and economics and so - called identity politics",3
88295,"The zoo began performing a necropsy on the stillborn cub late Saturday that they hope will tell them why the cub stopped developing and died in-utero, she said.",why the cub stopped developing and died in - utero,3
14849,"But the House bill says otherwise, at least when it comes to carbon dioxide.",at least when it comes to carbon dioxide,2
188116,"President Obama’s decision last month to sell Taiwan $6.4 billion in helicopters, Patriot missiles and other defensive items elicited a particularly harsh reaction: Beijing has publicly threatened to punish American arms companies that sell to Taiwan, presumably by cutting off access to China’s huge market.","President Obama ’s decision last month to sell Taiwan $ 6.4 billion in helicopters , Patriot missiles and other defensive items elicited a particularly harsh reaction",3
47771,"“A provision expressing the Senate’s views on such a controversial topic as ‘climate change’ has no place in a supposedly noncontroversial resolution requiring consent of all 100 U.S. senators,” a Cruz spokesman said.",A provision expressing the Senate ’s views on such a controversial topic as ‘ climate change ’ has no place in a supposedly noncontroversial resolution requiring consent of all 100 U.S. senators,1
190384,"John Luther Adams, who was awarded the Pulitzer Prize for music on Monday for his work ""Become Ocean,"" has a special reason to look forward to its New York premiere next month at Carnegie Hall: he has yet to hear it performed live.","John Luther Adams , who was awarded the Pulitzer Prize for music on Monday for his work "" Become Ocean ,",3
257055,The construction industry says one of their biggest problems are they can’t find the craftsmen to do the work.,they ca n’t find the craftsmen to do the work,3
156765,"Jim Hansen of NASA, our greatest climatologist, said recently that if the entire world is not out of the business of burning coal by 2030, and the developed world well before that, there’s no way that we’ll ever get back to 350 parts per million.","that if the entire world is not out of the business of burning coal by 2030 , and the developed world well before that , there ’s no way that we ’ll ever get back to 350 parts per million",0
49853,"A Fox News poll, meanwhile, showed they thought he went too far by changing Obamacare on his own by a 58-37 margin.",he went too far by changing Obamacare on his own by a 58 - 37 margin,3
98078,"“The City of Berkeley calls on the United States of America to initiate a just national mobilization emergency effort to reverse global warming, which ends national greenhouse gas emissions as quickly as possible and immediately initiates an effort to safely draw down carbon from the atmosphere,” the text boldly proposes.","The City of Berkeley calls on the United States of America to initiate a just national mobilization emergency effort to reverse global warming , which ends national greenhouse gas emissions as quickly as possible and immediately initiates an effort to safely draw down carbon from the atmosphere",2
52062,"But wait, said the White House science czar.",wait,3
118844,"The airline industry, busy trying to avoid bankruptcy, is not offering tips on how to limit the environmental damage.","The airline industry , busy trying to avoid bankruptcy",3
260348,They leave when they realize it’s not food.,it ’s not,3
71718,"Coal is often referred to as a “cheap” fuel, but that designation is not always accurate, energy analysts say.","Coal is often referred to as a “ cheap ” fuel , but",0
9876,"JOPLIN, MO. - The Ozark forest will change, forecasters agree.",#NAME?,3
97792,"That may be the only meaningful alternative to a politically doomed climate treaty based on specific targets for cutting greenhouse gas emissions, he said.",That may be the only meaningful alternative to a politically doomed climate treaty based on specific targets for cutting greenhouse gas emissions,2
3950,"“That would be a shift for the US, because President Bush was not willing to talk about trying to stay under any temperature level,” says Alden Meyer, director of strategy and policy for the Union of Concerned Scientists in Washington.","That would be a shift for the US , because President Bush was not willing to talk about trying to stay under any temperature level",2
229852,"Consider Rubio on CNN last week: ""I understand that there's a vast consensus of scientists that are saying that human activity is what's contributing to changes in our climate.""",I understand that there 's a vast consensus of scientists that are saying that human activity is what 's contributing to changes in our climate,0
202203,"Females that reached reproductive age and returned to the island to breed tended to be among the larger, older females and generally bore their first pups a year later than they did in the '90s, the researchers found.","Females that reached reproductive age and returned to the island to breed tended to be among the larger , older females and generally bore their first pups a year later than they did in the ' 90s",3
149810,"“The distinction here is that it shows broad-based support for expanding solar and wind and more mixed support for other forms of energy,” says lead author Cary Funk, in an interview with The Christian Science Monitor.",The distinction here is that it shows broad - based support for expanding solar and wind   and more mixed support for other forms of energy,2
196404,"""The gas industry has made it virtually impossible to do base-line testing because in order to do that, researchers need to know what they're testing for – not just methane, but the variety of other contaminants being injected into the ground.""","what they 're testing for – not just methane , but the variety of other contaminants being injected into the ground",2
67620,"I’ve had experience with fasting before, and I found that to be true in the past, that when you’re fasting about something, every hour, really, every hour, every waking hour, sometimes in your dreams, you are thinking about why it is that you’re putting yourself through this, why you’re not eating.","that to be true in the past , that when you ’re fasting about something , every hour , really , every hour , every waking hour , sometimes in your dreams , you are thinking about why it is that you ’re putting yourself through this , why you ’re not eating",3
64012,Yet that's where I went in August to show readers the impact of rising temperatures.,where I went in August to show readers the impact of rising temperatures,0
202817,"If you do that, you’ll see that earth is just lit up like a Christmas tree.",that earth is just lit up like a Christmas tree,0
241707,"Indeed, to the extent that the court limited the EPA's ability to regulate greenhouse gases, it said that the EPA can limit 83 percent of them, not the 86 percent it wanted.","that the EPA can limit 83 percent of them , not the 86 percent it wanted",2
264335,"“We’re left with an oddly stripped ecosystem here in the Gulf of Maine – absent our apex predators and absent our herbivores,” says Robert Steneck, a professor of oceanography at the University of Maine’s Darling Marine Center in Walpole, and Leland’s adviser on the urchin experiments.",“ We ’re left with an oddly stripped ecosystem here in the Gulf of Maine – absent our apex predators and absent our herbivores,2
151924,"“Wildlife experts believe the habitats currently decimated by the impact of a few dozen elephants have the potential to support hundreds of black and white rhinos, creating a significant opportunity to help a far more critically endangered species in Africa,” says Room for Rhinos.","the habitats currently decimated by the impact of a few dozen elephants have the potential to support hundreds of black and white rhinos , creating a significant opportunity to help a far more critically endangered species in Africa",3
97548,"This meant that while European nations worked to meet emissions targets - or, in some cases, pretended to do so - the most important sources of carbon were unconstrained.","that while European nations worked to meet emissions targets - or , in some cases , pretended to do so",2
