	worker_indices	worker_unique_ids	question_indices	ratings	guid	worker_group
2706	87	round2_batch0_worker7	304	1	2_0_t4	7
2707	87	round2_batch0_worker7	335	1	2_0_t35	7
2708	87	round2_batch0_worker7	319	2	2_0_t19	7
2709	87	round2_batch0_worker7	310	0	2_0_t10	7
2710	87	round2_batch0_worker7	316	2	2_0_t16	7
2711	87	round2_batch0_worker7	306	2	2_0_t6	7
2712	87	round2_batch0_worker7	326	2	2_0_t26	7
2713	87	round2_batch0_worker7	314	1	2_0_t14	7
2714	87	round2_batch0_worker7	328	0	2_0_t28	7
2715	87	round2_batch0_worker7	321	2	2_0_t21	7
2716	87	round2_batch0_worker7	308	2	2_0_t8	7
2717	87	round2_batch0_worker7	334	2	2_0_t34	7
2718	87	round2_batch0_worker7	309	2	2_0_t9	7
2719	87	round2_batch0_worker7	320	2	2_0_t20	7
2720	88	round2_batch1_worker0	353	1	2_1_t13	0
2721	88	round2_batch1_worker0	370	2	2_1_t30	0
2722	88	round2_batch1_worker0	376	2	2_1_t36	0
2723	88	round2_batch1_worker0	371	1	2_1_t31	0
2724	88	round2_batch1_worker0	369	2	2_1_t29	0
2725	88	round2_batch1_worker0	350	2	2_1_t10	0
2726	88	round2_batch1_worker0	365	2	2_1_t25	0
2727	88	round2_batch1_worker0	356	2	2_1_t16	0
2728	88	round2_batch1_worker0	361	1	2_1_t21	0
2729	88	round2_batch1_worker0	377	2	2_1_t37	0
2730	88	round2_batch1_worker0	354	1	2_1_t14	0
2731	88	round2_batch1_worker0	349	1	2_1_t9	0
2732	88	round2_batch1_worker0	351	2	2_1_t11	0
2733	88	round2_batch1_worker0	360	0	2_1_t20	0
2734	88	round2_batch1_worker0	345	2	2_1_t5	0
2735	88	round2_batch1_worker0	344	1	2_1_t4	0
2736	88	round2_batch1_worker0	378	2	2_1_t38	0
2737	88	round2_batch1_worker0	340	1	2_1_t0	0
2738	88	round2_batch1_worker0	342	0	2_1_t2	0
2739	88	round2_batch1_worker0	355	1	2_1_t15	0
2740	88	round2_batch1_worker0	373	1	2_1_t33	0
2741	88	round2_batch1_worker0	379	1	2_1_t39	0
2742	88	round2_batch1_worker0	348	1	2_1_t8	0
2743	88	round2_batch1_worker0	372	1	2_1_t32	0
2744	88	round2_batch1_worker0	362	1	2_1_t22	0
2745	88	round2_batch1_worker0	374	1	2_1_t34	0
2746	88	round2_batch1_worker0	359	1	2_1_t19	0
2747	88	round2_batch1_worker0	375	0	2_1_t35	0
2748	88	round2_batch1_worker0	366	0	2_1_t26	0
2749	88	round2_batch1_worker0	347	1	2_1_t7	0
2750	88	round2_batch1_worker0	368	0	2_1_t28	0
2751	88	round2_batch1_worker0	357	0	2_1_t17	0
2752	88	round2_batch1_worker0	341	2	2_1_t1	0
2753	88	round2_batch1_worker0	367	1	2_1_t27	0
2754	88	round2_batch1_worker0	358	1	2_1_t18	0
2755	88	round2_batch1_worker0	346	2	2_1_t6	0
2756	88	round2_batch1_worker0	343	0	2_1_t3	0
2757	88	round2_batch1_worker0	363	0	2_1_t23	0
2758	88	round2_batch1_worker0	352	2	2_1_t12	0
2759	88	round2_batch1_worker0	364	1	2_1_t24	0
2760	89	round2_batch1_worker1	355	1	2_1_t15	1
2761	89	round2_batch1_worker1	366	0	2_1_t26	1
2762	89	round2_batch1_worker1	365	2	2_1_t25	1
2763	89	round2_batch1_worker1	377	2	2_1_t37	1
2764	89	round2_batch1_worker1	370	1	2_1_t30	1
2765	89	round2_batch1_worker1	345	2	2_1_t5	1
2766	89	round2_batch1_worker1	346	2	2_1_t6	1
2767	89	round2_batch1_worker1	352	1	2_1_t12	1
2768	89	round2_batch1_worker1	369	2	2_1_t29	1
2769	89	round2_batch1_worker1	351	1	2_1_t11	1
2770	89	round2_batch1_worker1	357	0	2_1_t17	1
2771	89	round2_batch1_worker1	364	1	2_1_t24	1
2772	89	round2_batch1_worker1	378	2	2_1_t38	1
2773	89	round2_batch1_worker1	373	2	2_1_t33	1
2774	89	round2_batch1_worker1	354	2	2_1_t14	1
2775	89	round2_batch1_worker1	358	2	2_1_t18	1
2776	89	round2_batch1_worker1	372	1	2_1_t32	1
2777	89	round2_batch1_worker1	371	2	2_1_t31	1
2778	89	round2_batch1_worker1	362	1	2_1_t22	1
2779	89	round2_batch1_worker1	360	0	2_1_t20	1
2780	89	round2_batch1_worker1	353	1	2_1_t13	1
2781	89	round2_batch1_worker1	376	1	2_1_t36	1
2782	89	round2_batch1_worker1	359	1	2_1_t19	1
2783	89	round2_batch1_worker1	348	1	2_1_t8	1
2784	89	round2_batch1_worker1	368	0	2_1_t28	1
2785	89	round2_batch1_worker1	344	1	2_1_t4	1
2786	89	round2_batch1_worker1	341	2	2_1_t1	1
2787	89	round2_batch1_worker1	350	2	2_1_t10	1
2788	89	round2_batch1_worker1	340	0	2_1_t0	1
2789	89	round2_batch1_worker1	363	1	2_1_t23	1
2790	89	round2_batch1_worker1	361	2	2_1_t21	1
2791	89	round2_batch1_worker1	343	0	2_1_t3	1
2792	89	round2_batch1_worker1	347	2	2_1_t7	1
2793	89	round2_batch1_worker1	356	1	2_1_t16	1
2794	89	round2_batch1_worker1	342	2	2_1_t2	1
2795	89	round2_batch1_worker1	367	1	2_1_t27	1
2796	89	round2_batch1_worker1	374	2	2_1_t34	1
2797	89	round2_batch1_worker1	375	2	2_1_t35	1
2798	89	round2_batch1_worker1	379	2	2_1_t39	1
2799	89	round2_batch1_worker1	349	1	2_1_t9	1
2800	90	round2_batch1_worker2	379	1	2_1_t39	2
2801	90	round2_batch1_worker2	376	1	2_1_t36	2
2802	90	round2_batch1_worker2	344	1	2_1_t4	2
2803	90	round2_batch1_worker2	342	1	2_1_t2	2
2804	90	round2_batch1_worker2	373	2	2_1_t33	2
2805	90	round2_batch1_worker2	375	2	2_1_t35	2
2806	90	round2_batch1_worker2	365	2	2_1_t25	2
2807	90	round2_batch1_worker2	368	0	2_1_t28	2
2808	90	round2_batch1_worker2	351	2	2_1_t11	2
2809	90	round2_batch1_worker2	374	1	2_1_t34	2
2810	90	round2_batch1_worker2	358	2	2_1_t18	2
2811	90	round2_batch1_worker2	372	1	2_1_t32	2
2812	90	round2_batch1_worker2	350	2	2_1_t10	2
2813	90	round2_batch1_worker2	369	1	2_1_t29	2
2814	90	round2_batch1_worker2	371	1	2_1_t31	2
2815	90	round2_batch1_worker2	367	1	2_1_t27	2
2816	90	round2_batch1_worker2	357	1	2_1_t17	2
2817	90	round2_batch1_worker2	370	1	2_1_t30	2
2818	90	round2_batch1_worker2	355	1	2_1_t15	2
2819	90	round2_batch1_worker2	343	0	2_1_t3	2
2820	90	round2_batch1_worker2	378	2	2_1_t38	2
2821	90	round2_batch1_worker2	348	1	2_1_t8	2
2822	90	round2_batch1_worker2	352	1	2_1_t12	2
2823	90	round2_batch1_worker2	359	1	2_1_t19	2
2824	90	round2_batch1_worker2	360	1	2_1_t20	2
2825	90	round2_batch1_worker2	362	1	2_1_t22	2
2826	90	round2_batch1_worker2	356	2	2_1_t16	2
2827	90	round2_batch1_worker2	361	1	2_1_t21	2
2828	90	round2_batch1_worker2	346	1	2_1_t6	2
2829	90	round2_batch1_worker2	354	1	2_1_t14	2
2830	90	round2_batch1_worker2	341	2	2_1_t1	2
2831	90	round2_batch1_worker2	377	2	2_1_t37	2
2832	90	round2_batch1_worker2	353	1	2_1_t13	2
2833	90	round2_batch1_worker2	364	1	2_1_t24	2
2834	90	round2_batch1_worker2	363	1	2_1_t23	2
2835	90	round2_batch1_worker2	347	1	2_1_t7	2
2836	90	round2_batch1_worker2	345	2	2_1_t5	2
2837	90	round2_batch1_worker2	340	0	2_1_t0	2
2838	90	round2_batch1_worker2	349	1	2_1_t9	2
2839	90	round2_batch1_worker2	366	1	2_1_t26	2
2840	91	round2_batch1_worker3	371	1	2_1_t31	3
2841	91	round2_batch1_worker3	366	0	2_1_t26	3
2842	91	round2_batch1_worker3	345	2	2_1_t5	3
2843	91	round2_batch1_worker3	343	0	2_1_t3	3
2844	91	round2_batch1_worker3	354	1	2_1_t14	3
2845	91	round2_batch1_worker3	376	1	2_1_t36	3
2846	91	round2_batch1_worker3	363	1	2_1_t23	3
2847	91	round2_batch1_worker3	377	2	2_1_t37	3
2848	91	round2_batch1_worker3	378	2	2_1_t38	3
2849	91	round2_batch1_worker3	348	1	2_1_t8	3
2850	91	round2_batch1_worker3	347	1	2_1_t7	3
2851	91	round2_batch1_worker3	352	2	2_1_t12	3
2852	91	round2_batch1_worker3	353	1	2_1_t13	3
2853	91	round2_batch1_worker3	372	2	2_1_t32	3
2854	91	round2_batch1_worker3	359	1	2_1_t19	3
2855	91	round2_batch1_worker3	365	2	2_1_t25	3
2856	91	round2_batch1_worker3	361	2	2_1_t21	3
2857	91	round2_batch1_worker3	356	2	2_1_t16	3
2858	91	round2_batch1_worker3	340	0	2_1_t0	3
2859	91	round2_batch1_worker3	349	1	2_1_t9	3
2860	91	round2_batch1_worker3	351	2	2_1_t11	3
2861	91	round2_batch1_worker3	367	2	2_1_t27	3
2862	91	round2_batch1_worker3	379	2	2_1_t39	3
2863	91	round2_batch1_worker3	373	2	2_1_t33	3
2864	91	round2_batch1_worker3	369	2	2_1_t29	3
2865	91	round2_batch1_worker3	374	1	2_1_t34	3
2866	91	round2_batch1_worker3	375	1	2_1_t35	3
2867	91	round2_batch1_worker3	357	0	2_1_t17	3
2868	91	round2_batch1_worker3	344	1	2_1_t4	3
2869	91	round2_batch1_worker3	350	2	2_1_t10	3
2870	91	round2_batch1_worker3	360	0	2_1_t20	3
2871	91	round2_batch1_worker3	364	1	2_1_t24	3
2872	91	round2_batch1_worker3	368	0	2_1_t28	3
2873	91	round2_batch1_worker3	342	0	2_1_t2	3
2874	91	round2_batch1_worker3	341	2	2_1_t1	3
2875	91	round2_batch1_worker3	370	1	2_1_t30	3
2876	91	round2_batch1_worker3	346	2	2_1_t6	3
2877	91	round2_batch1_worker3	362	1	2_1_t22	3
2878	91	round2_batch1_worker3	358	2	2_1_t18	3
2879	91	round2_batch1_worker3	355	1	2_1_t15	3
2880	92	round2_batch1_worker4	355	1	2_1_t15	4
2881	92	round2_batch1_worker4	364	1	2_1_t24	4
2882	92	round2_batch1_worker4	358	2	2_1_t18	4
2883	92	round2_batch1_worker4	344	1	2_1_t4	4
2884	92	round2_batch1_worker4	345	2	2_1_t5	4
2885	92	round2_batch1_worker4	379	1	2_1_t39	4
2886	92	round2_batch1_worker4	376	1	2_1_t36	4
2887	92	round2_batch1_worker4	375	1	2_1_t35	4
2888	92	round2_batch1_worker4	360	0	2_1_t20	4
2889	92	round2_batch1_worker4	370	1	2_1_t30	4
2890	92	round2_batch1_worker4	368	0	2_1_t28	4
2891	92	round2_batch1_worker4	357	0	2_1_t17	4
2892	92	round2_batch1_worker4	356	2	2_1_t16	4
2893	92	round2_batch1_worker4	348	1	2_1_t8	4
2894	92	round2_batch1_worker4	363	1	2_1_t23	4
2895	92	round2_batch1_worker4	341	1	2_1_t1	4
2896	92	round2_batch1_worker4	359	1	2_1_t19	4
2897	92	round2_batch1_worker4	365	2	2_1_t25	4
2898	92	round2_batch1_worker4	342	0	2_1_t2	4
2899	92	round2_batch1_worker4	354	1	2_1_t14	4
2900	92	round2_batch1_worker4	349	1	2_1_t9	4
2901	92	round2_batch1_worker4	373	2	2_1_t33	4
2902	92	round2_batch1_worker4	340	0	2_1_t0	4
2903	92	round2_batch1_worker4	374	1	2_1_t34	4
2904	92	round2_batch1_worker4	346	2	2_1_t6	4
2905	92	round2_batch1_worker4	372	0	2_1_t32	4
2906	92	round2_batch1_worker4	369	1	2_1_t29	4
2907	92	round2_batch1_worker4	366	0	2_1_t26	4
2908	92	round2_batch1_worker4	343	0	2_1_t3	4
2909	92	round2_batch1_worker4	367	1	2_1_t27	4
2910	92	round2_batch1_worker4	352	1	2_1_t12	4
2911	92	round2_batch1_worker4	347	0	2_1_t7	4
2912	92	round2_batch1_worker4	377	2	2_1_t37	4
2913	92	round2_batch1_worker4	353	1	2_1_t13	4
2914	92	round2_batch1_worker4	351	1	2_1_t11	4
2915	92	round2_batch1_worker4	371	1	2_1_t31	4
2916	92	round2_batch1_worker4	378	2	2_1_t38	4
2917	92	round2_batch1_worker4	362	1	2_1_t22	4
2918	92	round2_batch1_worker4	361	2	2_1_t21	4
2919	92	round2_batch1_worker4	350	2	2_1_t10	4
2920	93	round2_batch1_worker5	370	2	2_1_t30	5
2921	93	round2_batch1_worker5	365	2	2_1_t25	5
2922	93	round2_batch1_worker5	376	1	2_1_t36	5
2923	93	round2_batch1_worker5	346	2	2_1_t6	5
2924	93	round2_batch1_worker5	351	2	2_1_t11	5
2925	93	round2_batch1_worker5	341	2	2_1_t1	5
2926	93	round2_batch1_worker5	348	1	2_1_t8	5
2927	93	round2_batch1_worker5	367	1	2_1_t27	5
2928	93	round2_batch1_worker5	347	0	2_1_t7	5
2929	93	round2_batch1_worker5	369	1	2_1_t29	5
2930	93	round2_batch1_worker5	379	2	2_1_t39	5
2931	93	round2_batch1_worker5	355	2	2_1_t15	5
2932	93	round2_batch1_worker5	377	2	2_1_t37	5
2933	93	round2_batch1_worker5	343	0	2_1_t3	5
2934	93	round2_batch1_worker5	349	2	2_1_t9	5
2935	93	round2_batch1_worker5	350	1	2_1_t10	5
2936	93	round2_batch1_worker5	378	2	2_1_t38	5
2937	93	round2_batch1_worker5	371	1	2_1_t31	5
2938	93	round2_batch1_worker5	353	1	2_1_t13	5
2939	93	round2_batch1_worker5	357	0	2_1_t17	5
2940	93	round2_batch1_worker5	366	0	2_1_t26	5
2941	93	round2_batch1_worker5	364	1	2_1_t24	5
2942	93	round2_batch1_worker5	340	0	2_1_t0	5
2943	93	round2_batch1_worker5	360	0	2_1_t20	5
2944	93	round2_batch1_worker5	362	1	2_1_t22	5
2945	93	round2_batch1_worker5	345	2	2_1_t5	5
2946	93	round2_batch1_worker5	373	1	2_1_t33	5
2947	93	round2_batch1_worker5	372	1	2_1_t32	5
2948	93	round2_batch1_worker5	359	1	2_1_t19	5
2949	93	round2_batch1_worker5	342	0	2_1_t2	5
2950	93	round2_batch1_worker5	375	2	2_1_t35	5
2951	93	round2_batch1_worker5	352	1	2_1_t12	5
2952	93	round2_batch1_worker5	374	1	2_1_t34	5
2953	93	round2_batch1_worker5	363	1	2_1_t23	5
2954	93	round2_batch1_worker5	368	0	2_1_t28	5
2955	93	round2_batch1_worker5	356	2	2_1_t16	5
2956	93	round2_batch1_worker5	361	2	2_1_t21	5
2957	93	round2_batch1_worker5	354	0	2_1_t14	5
2958	93	round2_batch1_worker5	344	2	2_1_t4	5
2959	93	round2_batch1_worker5	358	1	2_1_t18	5
2960	94	round2_batch1_worker6	373	1	2_1_t33	6
2961	94	round2_batch1_worker6	342	0	2_1_t2	6
2962	94	round2_batch1_worker6	363	1	2_1_t23	6
2963	94	round2_batch1_worker6	376	1	2_1_t36	6
2964	94	round2_batch1_worker6	345	2	2_1_t5	6
2965	94	round2_batch1_worker6	356	2	2_1_t16	6
2966	94	round2_batch1_worker6	346	2	2_1_t6	6
2967	94	round2_batch1_worker6	364	1	2_1_t24	6
2968	94	round2_batch1_worker6	347	1	2_1_t7	6
2969	94	round2_batch1_worker6	371	1	2_1_t31	6
2970	94	round2_batch1_worker6	368	0	2_1_t28	6
2971	94	round2_batch1_worker6	354	1	2_1_t14	6
2972	94	round2_batch1_worker6	341	1	2_1_t1	6
2973	94	round2_batch1_worker6	359	1	2_1_t19	6
2974	94	round2_batch1_worker6	352	1	2_1_t12	6
2975	94	round2_batch1_worker6	348	1	2_1_t8	6
2976	94	round2_batch1_worker6	379	2	2_1_t39	6
2977	94	round2_batch1_worker6	349	1	2_1_t9	6
2978	94	round2_batch1_worker6	366	0	2_1_t26	6
2979	94	round2_batch1_worker6	369	2	2_1_t29	6
2980	94	round2_batch1_worker6	360	0	2_1_t20	6
2981	94	round2_batch1_worker6	374	1	2_1_t34	6
2982	94	round2_batch1_worker6	365	2	2_1_t25	6
2983	94	round2_batch1_worker6	351	1	2_1_t11	6
2984	94	round2_batch1_worker6	355	1	2_1_t15	6
2985	94	round2_batch1_worker6	344	1	2_1_t4	6
2986	94	round2_batch1_worker6	340	0	2_1_t0	6
2987	94	round2_batch1_worker6	370	2	2_1_t30	6
2988	94	round2_batch1_worker6	375	0	2_1_t35	6
2989	94	round2_batch1_worker6	357	1	2_1_t17	6
2990	94	round2_batch1_worker6	367	1	2_1_t27	6
2991	94	round2_batch1_worker6	343	0	2_1_t3	6
2992	94	round2_batch1_worker6	361	1	2_1_t21	6
2993	94	round2_batch1_worker6	353	1	2_1_t13	6
2994	94	round2_batch1_worker6	377	2	2_1_t37	6
2995	94	round2_batch1_worker6	362	1	2_1_t22	6
2996	94	round2_batch1_worker6	350	2	2_1_t10	6
2997	94	round2_batch1_worker6	378	2	2_1_t38	6
2998	94	round2_batch1_worker6	372	2	2_1_t32	6
2999	94	round2_batch1_worker6	358	2	2_1_t18	6
3000	95	round2_batch1_worker7	359	1	2_1_t19	7
3001	95	round2_batch1_worker7	366	0	2_1_t26	7
3002	95	round2_batch1_worker7	342	1	2_1_t2	7
3003	95	round2_batch1_worker7	350	1	2_1_t10	7
3004	95	round2_batch1_worker7	341	2	2_1_t1	7
3005	95	round2_batch1_worker7	355	2	2_1_t15	7
3006	95	round2_batch1_worker7	369	1	2_1_t29	7
3007	95	round2_batch1_worker7	373	1	2_1_t33	7
3008	95	round2_batch1_worker7	352	1	2_1_t12	7
3009	95	round2_batch1_worker7	353	0	2_1_t13	7
3010	95	round2_batch1_worker7	364	1	2_1_t24	7
3011	95	round2_batch1_worker7	347	0	2_1_t7	7
3012	95	round2_batch1_worker7	360	1	2_1_t20	7
3013	95	round2_batch1_worker7	362	2	2_1_t22	7
3014	95	round2_batch1_worker7	357	1	2_1_t17	7
3015	95	round2_batch1_worker7	370	1	2_1_t30	7
3016	95	round2_batch1_worker7	368	0	2_1_t28	7
3017	95	round2_batch1_worker7	340	0	2_1_t0	7
3018	95	round2_batch1_worker7	354	1	2_1_t14	7
3019	95	round2_batch1_worker7	379	2	2_1_t39	7
3020	95	round2_batch1_worker7	361	1	2_1_t21	7
3021	95	round2_batch1_worker7	344	1	2_1_t4	7
3022	95	round2_batch1_worker7	365	2	2_1_t25	7
3023	95	round2_batch1_worker7	349	1	2_1_t9	7
3024	95	round2_batch1_worker7	367	2	2_1_t27	7
3025	95	round2_batch1_worker7	372	1	2_1_t32	7
3026	95	round2_batch1_worker7	351	2	2_1_t11	7
3027	95	round2_batch1_worker7	358	2	2_1_t18	7
3028	95	round2_batch1_worker7	374	2	2_1_t34	7
3029	95	round2_batch1_worker7	345	2	2_1_t5	7
3030	95	round2_batch1_worker7	363	1	2_1_t23	7
3031	95	round2_batch1_worker7	346	2	2_1_t6	7
3032	95	round2_batch1_worker7	343	0	2_1_t3	7
3033	95	round2_batch1_worker7	378	2	2_1_t38	7
3034	95	round2_batch1_worker7	377	2	2_1_t37	7
3035	95	round2_batch1_worker7	376	1	2_1_t36	7
3036	95	round2_batch1_worker7	348	1	2_1_t8	7
3037	95	round2_batch1_worker7	371	2	2_1_t31	7
3038	95	round2_batch1_worker7	375	2	2_1_t35	7
3039	95	round2_batch1_worker7	356	2	2_1_t16	7
3040	96	round2_batch2_worker0	412	1	2_2_t32	0
3041	96	round2_batch2_worker0	394	1	2_2_t14	0
3042	96	round2_batch2_worker0	399	1	2_2_t19	0
3043	96	round2_batch2_worker0	401	2	2_2_t21	0
3044	96	round2_batch2_worker0	410	2	2_2_t30	0
3045	96	round2_batch2_worker0	411	0	2_2_t31	0
3046	96	round2_batch2_worker0	383	2	2_2_t3	0
3047	96	round2_batch2_worker0	384	1	2_2_t4	0
3048	96	round2_batch2_worker0	398	1	2_2_t18	0
3049	96	round2_batch2_worker0	392	0	2_2_t12	0
3050	96	round2_batch2_worker0	397	1	2_2_t17	0
3051	96	round2_batch2_worker0	414	1	2_2_t34	0
3052	96	round2_batch2_worker0	403	1	2_2_t23	0
3053	96	round2_batch2_worker0	407	1	2_2_t27	0
3054	96	round2_batch2_worker0	388	1	2_2_t8	0
3055	96	round2_batch2_worker0	396	1	2_2_t16	0
3056	96	round2_batch2_worker0	405	1	2_2_t25	0
3057	96	round2_batch2_worker0	381	2	2_2_t1	0
3058	96	round2_batch2_worker0	418	1	2_2_t38	0
3059	96	round2_batch2_worker0	385	2	2_2_t5	0
3060	96	round2_batch2_worker0	413	1	2_2_t33	0
3061	96	round2_batch2_worker0	409	2	2_2_t29	0
3062	96	round2_batch2_worker0	390	1	2_2_t10	0
3063	96	round2_batch2_worker0	380	1	2_2_t0	0
3064	96	round2_batch2_worker0	386	2	2_2_t6	0
3065	96	round2_batch2_worker0	402	1	2_2_t22	0
3066	96	round2_batch2_worker0	417	1	2_2_t37	0
3067	96	round2_batch2_worker0	382	1	2_2_t2	0
3068	96	round2_batch2_worker0	389	2	2_2_t9	0
3069	96	round2_batch2_worker0	393	0	2_2_t13	0
3070	96	round2_batch2_worker0	419	1	2_2_t39	0
3071	96	round2_batch2_worker0	408	1	2_2_t28	0
3072	96	round2_batch2_worker0	404	1	2_2_t24	0
3073	96	round2_batch2_worker0	415	2	2_2_t35	0
3074	96	round2_batch2_worker0	387	1	2_2_t7	0
3075	96	round2_batch2_worker0	416	1	2_2_t36	0
3076	96	round2_batch2_worker0	400	1	2_2_t20	0
3077	96	round2_batch2_worker0	395	2	2_2_t15	0
3078	96	round2_batch2_worker0	406	2	2_2_t26	0
3079	96	round2_batch2_worker0	391	1	2_2_t11	0
3080	97	round2_batch2_worker1	400	1	2_2_t20	1
3081	97	round2_batch2_worker1	384	1	2_2_t4	1
3082	97	round2_batch2_worker1	395	1	2_2_t15	1
3083	97	round2_batch2_worker1	393	0	2_2_t13	1
3084	97	round2_batch2_worker1	382	1	2_2_t2	1
3085	97	round2_batch2_worker1	399	1	2_2_t19	1
3086	97	round2_batch2_worker1	397	2	2_2_t17	1
3087	97	round2_batch2_worker1	389	2	2_2_t9	1
3088	97	round2_batch2_worker1	407	1	2_2_t27	1
3089	97	round2_batch2_worker1	414	2	2_2_t34	1
3090	97	round2_batch2_worker1	417	1	2_2_t37	1
3091	97	round2_batch2_worker1	398	1	2_2_t18	1
3092	97	round2_batch2_worker1	419	1	2_2_t39	1
3093	97	round2_batch2_worker1	403	1	2_2_t23	1
3094	97	round2_batch2_worker1	406	1	2_2_t26	1
3095	97	round2_batch2_worker1	381	2	2_2_t1	1
3096	97	round2_batch2_worker1	409	2	2_2_t29	1
3097	97	round2_batch2_worker1	412	0	2_2_t32	1
3098	97	round2_batch2_worker1	402	2	2_2_t22	1
3099	97	round2_batch2_worker1	390	1	2_2_t10	1
3100	97	round2_batch2_worker1	415	2	2_2_t35	1
3101	97	round2_batch2_worker1	416	2	2_2_t36	1
3102	97	round2_batch2_worker1	383	2	2_2_t3	1
3103	97	round2_batch2_worker1	391	1	2_2_t11	1
3104	97	round2_batch2_worker1	405	1	2_2_t25	1
3105	97	round2_batch2_worker1	418	1	2_2_t38	1
3106	97	round2_batch2_worker1	385	1	2_2_t5	1
3107	97	round2_batch2_worker1	410	2	2_2_t30	1
3108	97	round2_batch2_worker1	411	0	2_2_t31	1
3109	97	round2_batch2_worker1	380	0	2_2_t0	1
3110	97	round2_batch2_worker1	387	1	2_2_t7	1
3111	97	round2_batch2_worker1	388	1	2_2_t8	1
3112	97	round2_batch2_worker1	404	1	2_2_t24	1
3113	97	round2_batch2_worker1	413	1	2_2_t33	1
3114	97	round2_batch2_worker1	394	0	2_2_t14	1
3115	97	round2_batch2_worker1	401	2	2_2_t21	1
3116	97	round2_batch2_worker1	392	1	2_2_t12	1
3117	97	round2_batch2_worker1	408	2	2_2_t28	1
3118	97	round2_batch2_worker1	396	1	2_2_t16	1
3119	97	round2_batch2_worker1	386	2	2_2_t6	1
3120	98	round2_batch2_worker2	387	1	2_2_t7	2
3121	98	round2_batch2_worker2	406	2	2_2_t26	2
3122	98	round2_batch2_worker2	400	2	2_2_t20	2
3123	98	round2_batch2_worker2	386	2	2_2_t6	2
3124	98	round2_batch2_worker2	408	2	2_2_t28	2
3125	98	round2_batch2_worker2	418	1	2_2_t38	2
3126	98	round2_batch2_worker2	417	1	2_2_t37	2
3127	98	round2_batch2_worker2	380	1	2_2_t0	2
3128	98	round2_batch2_worker2	393	0	2_2_t13	2
3129	98	round2_batch2_worker2	397	1	2_2_t17	2
3130	98	round2_batch2_worker2	390	2	2_2_t10	2
3131	98	round2_batch2_worker2	392	0	2_2_t12	2
3132	98	round2_batch2_worker2	399	1	2_2_t19	2
3133	98	round2_batch2_worker2	412	2	2_2_t32	2
3134	98	round2_batch2_worker2	383	2	2_2_t3	2
3135	98	round2_batch2_worker2	415	1	2_2_t35	2
3136	98	round2_batch2_worker2	401	2	2_2_t21	2
3137	98	round2_batch2_worker2	391	1	2_2_t11	2
3138	98	round2_batch2_worker2	381	2	2_2_t1	2
3139	98	round2_batch2_worker2	384	2	2_2_t4	2
3140	98	round2_batch2_worker2	395	2	2_2_t15	2
3141	98	round2_batch2_worker2	414	1	2_2_t34	2
3142	98	round2_batch2_worker2	389	2	2_2_t9	2
3143	98	round2_batch2_worker2	407	1	2_2_t27	2
3144	98	round2_batch2_worker2	409	2	2_2_t29	2
3145	98	round2_batch2_worker2	413	2	2_2_t33	2
3146	98	round2_batch2_worker2	403	1	2_2_t23	2
3147	98	round2_batch2_worker2	411	0	2_2_t31	2
3148	98	round2_batch2_worker2	419	1	2_2_t39	2
3149	98	round2_batch2_worker2	404	1	2_2_t24	2
3150	98	round2_batch2_worker2	396	1	2_2_t16	2
3151	98	round2_batch2_worker2	405	1	2_2_t25	2
3152	98	round2_batch2_worker2	416	1	2_2_t36	2
3153	98	round2_batch2_worker2	410	2	2_2_t30	2
3154	98	round2_batch2_worker2	388	1	2_2_t8	2
3155	98	round2_batch2_worker2	394	1	2_2_t14	2
3156	98	round2_batch2_worker2	385	1	2_2_t5	2
3157	98	round2_batch2_worker2	398	1	2_2_t18	2
3158	98	round2_batch2_worker2	382	2	2_2_t2	2
3159	98	round2_batch2_worker2	402	1	2_2_t22	2
3160	99	round2_batch2_worker3	388	1	2_2_t8	3
3161	99	round2_batch2_worker3	411	0	2_2_t31	3
3162	99	round2_batch2_worker3	413	2	2_2_t33	3
3163	99	round2_batch2_worker3	400	1	2_2_t20	3
3164	99	round2_batch2_worker3	403	2	2_2_t23	3
3165	99	round2_batch2_worker3	406	2	2_2_t26	3
3166	99	round2_batch2_worker3	399	1	2_2_t19	3
3167	99	round2_batch2_worker3	401	2	2_2_t21	3
3168	99	round2_batch2_worker3	405	1	2_2_t25	3
3169	99	round2_batch2_worker3	419	1	2_2_t39	3
3170	99	round2_batch2_worker3	396	1	2_2_t16	3
3171	99	round2_batch2_worker3	415	2	2_2_t35	3
3172	99	round2_batch2_worker3	414	2	2_2_t34	3
3173	99	round2_batch2_worker3	404	2	2_2_t24	3
3174	99	round2_batch2_worker3	391	1	2_2_t11	3
3175	99	round2_batch2_worker3	383	2	2_2_t3	3
3176	99	round2_batch2_worker3	402	2	2_2_t22	3
3177	99	round2_batch2_worker3	390	2	2_2_t10	3
3178	99	round2_batch2_worker3	386	2	2_2_t6	3
3179	99	round2_batch2_worker3	417	2	2_2_t37	3
3180	99	round2_batch2_worker3	418	1	2_2_t38	3
3181	99	round2_batch2_worker3	393	0	2_2_t13	3
3182	99	round2_batch2_worker3	397	2	2_2_t17	3
3183	99	round2_batch2_worker3	381	1	2_2_t1	3
3184	99	round2_batch2_worker3	409	2	2_2_t29	3
3185	99	round2_batch2_worker3	410	2	2_2_t30	3
3186	99	round2_batch2_worker3	395	1	2_2_t15	3
