	over34	male	female	college_plus	democrat	independent	republican	poll1_indeed	poll2_very_extremely	poll3_natural	poll4_yes	poll5_very_extremely	poll6_weekly_plus	poll7_very_extremely	mturk_id	unique_id
251	1	0	1	0	0	1	0	1	0	0	1	0	0	0	A3AGU4FBSDDVYS	round4_batch1_worker3
252	0	1	0	0	1	0	0	1	1	0	1	1	0	0	A3HE8VNBXD2BR0	round4_batch1_worker4
253	1	0	1	1	1	0	0	1	1	0	1	1	0	0	A2YTO4EY3MNYAJ	round4_batch1_worker5
254	1	1	0	0	1	0	0	1	1	0	1	1	1	1	AFDC9A6Z60W2Z	round4_batch1_worker6
255	0	1	0	1	1	0	0	1	1	0	1	1	1	0	A2DVV59R1CQU6T	round4_batch1_worker7
256	1	0	1	1	0	1	0	1	1	0	0	0	1	0	A381DSGY6RMEWZ	round4_batch2_worker0
257	1	0	1	1	1	0	0	1	1	0	1	1	1	0	A1T8EFHGSEE3RD	round4_batch2_worker1
258	1	1	0	1	0	0	1	0	0	1	0	0	1	0	A207IHY6GERCFO	round4_batch2_worker2
259	1	1	0	1	1	0	0	1	0	0	1	0	1	0	A1SISJL5ST2PWH	round4_batch2_worker3
260	1	1	0	0	1	0	0	1	1	0	1	1	1	1	A3LNM77PCQOTHJ	round4_batch2_worker4
261	1	1	0	0	0	1	0	1	0	0	0	0	1	0	A1EDMN0J522ATZ	round4_batch2_worker5
262	0	1	0	1	0	1	0	1	1	0	1	0	0	0	A3FLM7IX6UGVPX	round4_batch2_worker6
263	0	1	0	1	1	0	0	1	0	0	1	0	1	0	A2MUCL20GTQJA0	round4_batch2_worker7
264	1	1	0	1	1	0	0	1	1	0	0	1	1	0	A183WYXN12P2TJ	round4_batch3_worker0
265	1	0	1	0	1	0	0	1	1	0	1	1	0	0	A2LF84L3K71GR2	round4_batch3_worker1
266	1	0	1	1	1	0	0	1	1	0	1	1	0	1	AH09APLOU5WTZ	round4_batch3_worker2
267	0	1	0	1	0	0	1	1	1	0	1	1	1	1	A9U74XWCLQFBE	round4_batch3_worker3
268	0	0	1	1	0	0	1	0	0	0	0	0	1	0	A1KFNSMZBQRK1H	round4_batch3_worker4
269	0	1	0	1	1	0	0	1	1	0	0	1	1	1	A2ZHBK2MDL2L51	round4_batch3_worker5
270	1	1	0	0	0	1	0	1	0	1	1	0	0	1	A18SXC3JEN1O0U	round4_batch3_worker6
271	1	0	1	1	1	0	0	1	1	0	1	1	1	0	A2OFWHV8IP7HK	round4_batch3_worker7
272	1	1	0	1	0	1	0	1	1	0	1	0	0	0	A1Z1O6MMOB3UWW	round4_batch4_worker0
273	0	1	0	1	1	0	0	1	0	0	1	0	1	1	A2NF3MYDS3WUOI	round4_batch4_worker1
274	0	0	1	1	0	0	1	1	1	0	1	0	1	0	A1IAMNSZB9U4Z1	round4_batch4_worker2
275	0	0	1	0	0	1	0	1	0	0	1	0	0	0	A2GVTP4DBFQTR8	round4_batch4_worker3
276	1	0	1	1	1	0	0	1	0	0	1	1	1	0	ASP32QB28TEZU	round4_batch4_worker4
277	1	1	0	0	0	1	0	1	0	0	1	1	1	0	ACJ6NSCIWMUZI	round4_batch4_worker5
278	0	0	1	1	1	0	0	1	1	0	1	0	1	0	A3D2U4QF7821ZW	round4_batch4_worker6
279	0	1	0	1	0	0	1	1	0	1	0	0	1	0	A3IS28VQS5T5DE	round4_batch4_worker7
280	0	1	0	0	0	1	0	1	1	0	1	1	1	0	A16OH8XXYY0AAS	round4_batch5_worker0
281	1	1	0	1	1	0	0	1	1	0	1	1	1	0	A2YCMT5BPA0AG9	round4_batch5_worker1
282	1	0	1	1	0	1	0	1	1	0	1	1	1	0	A1T3ROSW2LC4FG	round4_batch5_worker2
283	1	0	1	1	1	0	0	1	1	0	1	1	1	1	A2MWAXV1YRK5GH	round4_batch5_worker3
284	0	0	1	0	1	0	0	1	1	0	1	1	1	0	A29SMGPDP7K9NU	round4_batch5_worker4
285	0	0	1	0	0	1	0	1	1	0	1	1	0	0	A3FYWUZK52IC2J	round4_batch5_worker5
286	1	1	0	1	1	0	0	1	1	0	1	0	0	1	A4W9APAHFWVLO	round4_batch5_worker6
287	1	1	0	1	1	0	0	1	1	0	1	1	1	0	A1U5BE8XJRXKW3	round4_batch5_worker7
288	0	0	1	0	0	0	1	1	0	0	1	0	0	0	A2WUMRRE9070N8	round4_batch6_worker0
289	1	0	1	1	0	1	0	1	1	0	1	1	0	0	A36IYIE23IO4HE	round4_batch6_worker1
290	1	1	0	1	0	1	0	1	0	1	0	0	1	0	A398CG5XGBNGGE	round4_batch6_worker2
291	0	1	0	1	0	0	1	1	1	0	1	1	1	1	A3AIRKDB2DMC7U	round4_batch6_worker3
292	1	1	0	1	0	1	0	1	1	0	1	1	1	0	A1ZI4VU6650Q8B	round4_batch6_worker4
293	1	0	1	0	0	1	0	1	1	0	1	1	0	1	A1JV64BL3WCK0G	round4_batch6_worker5
294	0	0	1	1	0	1	0	1	1	0	1	1	1	1	A5EU1AQJNC7F2	round4_batch6_worker6
295	1	1	0	1	0	1	0	1	1	0	1	1	1	0	A28AXX4NCWPH1F	round4_batch6_worker7
296	1	0	1	1	1	0	0	1	1	0	1	1	1	1	A3HHDPKL3O3O7Y	round4_batch7_worker0
297	0	1	0	1	0	1	0	1	1	0	1	1	1	1	AX3N0BBAJ39GG	round4_batch7_worker1
298	0	1	0	1	0	0	1	1	1	0	1	1	0	1	A2Y9V0AKHT6K6G	round4_batch7_worker2
299	1	0	1	1	1	0	0	1	1	0	1	1	1	0	A23BMD8M0RLV77	round4_batch7_worker3
300	1	1	0	1	0	0	1	1	0	0	0	0	1	1	AU2NVT51E749C	round4_batch7_worker4
301	1	1	0	0	0	0	1	1	0	1	0	0	1	0	A2R8IV2PWFTY00	round4_batch7_worker5
302	1	1	0	1	1	0	0	1	1	0	1	1	1	0	A3JZS32RQUWGJM	round4_batch7_worker6
303	0	1	0	1	0	0	1	1	1	0	1	1	1	1	A3SYUC3AAVVLC6	round4_batch7_worker7
304	0	1	0	0	0	0	1	0	0	1	0	0	1	0	A9LSEP71DNP4O	round4_batch8_worker0
305	0	1	0	1	0	1	0	1	1	0	1	1	1	0	ALCOP0S6PFR2O	round4_batch8_worker1
306	1	1	0	1	0	0	1	1	1	0	1	0	1	0	A2MQGU4NZZ8V0H	round4_batch8_worker2
307	1	0	1	1	1	0	0	1	1	0	1	1	1	1	A1IHFT9QVJ5H94	round4_batch8_worker3
308	0	1	0	1	0	0	1	1	0	0	1	1	0	1	A194WFDN5KXOXW	round4_batch8_worker4
309	0	0	1	0	1	0	0	1	1	0	1	1	1	0	A3MLUEOP3CCLXL	round4_batch8_worker5
310	1	1	0	1	0	1	0	1	1	0	1	1	1	0	A2FGKKWP33DFWS	round4_batch8_worker6
311	1	0	1	0	0	0	1	0	1	0	0	1	1	0	A1772EN2TVUUX8	round4_batch8_worker7
312	0	1	0	1	0	0	1	0	1	0	1	1	1	1	ACHO7QNPBC6LX	round4_batch9_worker0
313	0	1	0	1	1	0	0	1	1	0	1	1	1	0	A36MEZ1Y8KLTGY	round4_batch9_worker1
314	0	1	0	1	0	0	1	1	1	0	1	1	1	1	A1URCANKSOR247	round4_batch9_worker2
315	1	1	0	1	0	0	1	1	1	1	1	1	1	0	A65FDBSWHLIVX	round4_batch9_worker3
316	1	1	0	1	1	0	0	1	1	0	1	1	1	1	A3CTXNQ2GXIQSP	round4_batch9_worker4
317	0	1	0	1	1	0	0	1	1	0	1	1	1	1	A34RZW1GGCZ2L6	round4_batch9_worker5
318	0	0	1	1	0	1	0	1	0	0	1	1	1	1	A2RGIULFG1GWF5	round4_batch9_worker6
319	1	1	0	1	1	0	0	1	1	0	1	1	1	1	A3NS1DN6J7Z3EU	round4_batch9_worker7
320	0	1	0	1	1	0	0	1	1	0	1	1	1	0	A3FJCLBK3HF4PD	round5_batch0_worker0
321	1	1	0	1	1	0	0	1	1	0	1	1	1	0	A270HX8LH9LJ8W	round5_batch0_worker1
322	1	1	0	0	1	0	0	1	1	0	1	1	1	1	A23OR0D1FCUVMM	round5_batch0_worker2
323	1	1	0	1	1	0	0	1	1	0	1	1	1	0	A1KGAZXCNQ19PG	round5_batch0_worker3
324	0	0	1	0	0	1	0	1	1	0	1	1	0	1	A10LQ8RUWDUI5U	round5_batch0_worker4
325	1	0	1	1	0	1	0	1	1	0	1	1	1	1	A2581F7TDPAMBQ	round5_batch0_worker5
326	0	1	0	0	0	0	1	1	0	0	1	1	1	0	AKR9067Q09RZS	round5_batch0_worker6
327	0	1	0	1	1	0	0	1	0	0	1	1	1	1	A1ATL3G98SFW4V	round5_batch0_worker7
328	1	0	1	0	1	0	0	1	0	0	1	1	1	0	A1O5IL3N3G3WIL	round5_batch1_worker0
329	0	0	1	1	1	0	0	1	1	0	1	1	1	0	APGX2WZ59OWDN	round5_batch1_worker1
330	0	1	0	0	0	1	0	1	1	0	1	0	1	0	AAIQLE701DI9U	round5_batch1_worker2
331	1	0	1	0	0	0	1	1	0	0	1	0	1	0	A27SMEOPKV84VI	round5_batch1_worker3
332	0	0	1	0	0	0	1	1	0	1	1	0	0	0	A29VPSFOR6OO5H	round5_batch1_worker4
333	1	1	0	1	0	1	0	1	0	0	1	1	1	1	AS4FVWL91C6HR	round5_batch1_worker5
334	0	1	0	1	1	0	0	1	0	0	0	0	0	1	A2NAKIXS3DVGAA	round5_batch1_worker6
335	0	1	0	1	0	0	1	1	1	1	1	1	1	1	A1N0RSPRK548N2	round5_batch1_worker7
336	0	0	1	0	0	1	0	1	1	0	1	1	1	0	A2OF19CJKBCSGW	round5_batch2_worker0
337	0	1	0	1	0	0	1	1	1	0	1	0	1	1	A17PXLJ6RVDJAI	round5_batch2_worker1
338	1	0	1	1	1	0	0	1	1	0	1	1	1	0	A32AM1ZLLNQF81	round5_batch2_worker2
339	0	0	1	1	0	1	0	1	0	0	1	1	1	1	AZLRPIAD0ZHAA	round5_batch2_worker3
340	0	0	1	1	0	0	1	1	1	0	1	1	1	0	A3EQO5ZIDBTSVK	round5_batch2_worker4
341	1	1	0	0	1	0	0	1	0	0	1	0	1	0	A3DUZ6WCFZRLX9	round5_batch2_worker5
342	1	0	1	1	1	0	0	1	1	0	1	1	1	0	AIHHRINW9IN1I	round5_batch2_worker6
343	1	1	0	0	0	1	0	1	0	1	1	0	0	0	A2RY4MK1FONYH1	round5_batch2_worker7
344	0	1	0	1	0	0	1	1	0	0	0	1	1	1	A15KMHNB9VMHXK	round5_batch3_worker0
345	1	1	0	1	0	1	0	1	1	0	1	1	1	0	A2QBFXY9UQMJTT	round5_batch3_worker1
346	1	1	0	0	0	0	0	1	1	0	1	1	1	0	A1OB3NPURPFKVZ	round5_batch3_worker2
347	0	0	1	1	0	1	0	1	1	0	1	1	1	0	AHVM9ORYY3F5J	round5_batch3_worker3
348	0	1	0	1	1	0	0	1	0	0	1	0	1	0	A2S4YDJ9UGAXFQ	round5_batch3_worker4
349	0	0	1	1	0	0	1	1	1	0	1	1	1	0	A3UF6XXFFRR237	round5_batch3_worker5
350	0	1	0	1	1	0	0	1	1	0	1	1	0	0	A3ENS1XT17ODR6	round5_batch3_worker6
351	0	1	0	0	0	1	0	1	1	0	1	1	1	0	A27EV0216FCLJW	round5_batch3_worker7
352	0	1	0	1	0	0	1	1	1	0	0	1	1	1	A2JH4QBXGHJ47M	round5_batch4_worker0
353	1	0	1	1	1	0	0	1	1	0	1	1	1	0	A2NGMLBFZ3YQP5	round5_batch4_worker1
354	1	1	0	1	1	0	0	1	0	0	1	0	0	0	A1BFA82J9Q1CLA	round5_batch4_worker2
355	1	0	1	1	1	0	0	1	1	0	1	0	0	0	A2BA9Y6VGW6WS1	round5_batch4_worker3
356	0	1	0	1	0	1	0	1	1	0	1	1	1	0	A1CW0W7Q2NLDDJ	round5_batch4_worker4
357	1	0	1	1	1	0	0	1	0	1	1	1	1	1	A2RNCA7PK35LHT	round5_batch4_worker5
358	1	0	1	1	1	0	0	1	0	0	1	1	1	0	A3J55BJGV95JKH	round5_batch4_worker6
359	0	0	1	1	1	0	0	1	1	0	0	1	0	0	A2VAOQ8P5M2Y8D	round5_batch4_worker7
360	1	0	1	1	1	0	0	1	1	0	1	1	1	1	A2XQ3CFB5HT2ZQ	round5_batch5_worker0
361	1	1	0	1	0	0	1	0	0	1	0	0	1	0	A3QLGMZOLGMBQ1	round5_batch5_worker1
362	0	1	0	1	0	0	1	1	1	1	1	0	1	1	AEL4BLWFEBZZS	round5_batch5_worker2
363	1	0	1	1	0	0	1	0	0	1	1	0	0	0	A3LVLZS8S41ZD7	round5_batch5_worker3
364	1	1	0	0	1	0	0	1	0	0	1	0	0	0	A16335MOISDG1F	round5_batch5_worker4
365	0	0	1	0	0	0	1	1	0	0	1	1	1	0	A1YCGICA8XCNBH	round5_batch5_worker5
366	1	1	0	1	1	0	0	1	1	0	1	1	0	0	A1IFF4KV23FGHJ	round5_batch5_worker6
367	0	1	0	1	0	0	1	1	1	1	1	1	1	1	A1LJMGAUGAL3YY	round5_batch5_worker7
368	1	1	0	0	0	0	0	1	1	0	1	0	0	0	A147F5PJTHOB8A	round5_batch6_worker0
369	0	1	0	1	1	0	0	1	1	0	1	1	0	1	A51U5BEIC5XVR	round5_batch6_worker1
370	0	1	0	0	1	0	0	1	1	0	1	0	0	0	ATUY1BTU5BQDE	round5_batch6_worker2
371	0	1	0	1	0	0	0	0	1	1	1	0	1	0	A220ZCMBT1YMMU	round5_batch6_worker3
372	1	0	1	1	0	1	0	1	1	0	1	1	1	0	A222R4PNCF08OF	round5_batch6_worker4
373	1	1	0	0	0	0	1	1	0	0	1	0	0	0	A22BBAU24IEHPL	round5_batch6_worker5
374	1	1	0	1	0	1	0	1	0	0	0	0	1	0	A1N7O7E8HC03D8	round5_batch6_worker6
375	0	1	0	1	1	0	0	1	1	0	1	0	1	0	A3B1P3B6X3AM2B	round5_batch6_worker7
376	0	0	1	0	1	0	0	1	1	0	1	1	0	1	A2ZYUU30WYDYI0	round5_batch7_worker0
377	0	1	0	1	0	0	1	1	1	1	1	1	1	1	A6JXS5TYXST42	round5_batch7_worker1
378	0	1	0	0	0	0	0	1	1	0	1	1	0	0	A2ZJS73XSSMRTD	round5_batch7_worker2
379	0	1	0	1	0	0	1	1	1	0	1	1	1	0	AONRPFWPSEWX6	round5_batch7_worker3
380	1	1	0	1	1	0	0	1	1	0	1	1	1	0	A36ZRUGMKQA5KO	round5_batch7_worker4
381	0	1	0	0	1	0	0	1	1	0	1	1	1	1	A83OLM1ZQC083	round5_batch7_worker5
382	1	0	1	1	0	1	0	1	1	0	1	1	1	0	A2JP8W265WCC35	round5_batch7_worker6
383	0	1	0	1	0	1	0	1	0	0	1	0	0	0	A2XW91EHCZ3T3V	round5_batch7_worker7
384	0	1	0	1	1	0	0	1	1	0	1	1	0	0	A2J18K5IUQ2K4G	round5_batch8_worker0
385	0	0	1	1	1	0	0	1	1	0	1	1	1	1	A11M5KWP2835VO	round5_batch8_worker1
386	1	1	0	0	0	1	0	1	0	0	1	1	1	0	A2YGOORS5N9RW8	round5_batch8_worker2
387	0	0	1	0	0	1	0	0	0	0	1	0	1	0	A14M2EERU7E8KD	round5_batch8_worker3
388	0	1	0	0	1	0	0	1	1	0	1	0	1	0	A2JCHN90PRUWDH	round5_batch8_worker4
389	0	0	1	1	1	0	0	1	1	0	1	0	1	1	AKSJ3C5O3V9RB	round5_batch8_worker5
390	1	1	0	0	0	1	0	1	1	0	1	1	0	0	A3LPHYONE222OY	round5_batch8_worker6
391	0	0	1	1	0	0	1	1	1	0	1	1	0	0	A2DNLHS1RSTF5R	round5_batch8_worker7
392	1	1	0	1	1	0	0	1	1	0	1	0	1	0	A2RCYLKY072XXO	round5_batch9_worker0
393	1	1	0	1	1	0	0	0	1	1	1	1	1	1	A1UZU88V9BMFT7	round5_batch9_worker1
394	1	1	0	1	1	0	0	1	1	0	1	1	0	1	A1UBV2NP7OVDVV	round5_batch9_worker2
395	1	1	0	1	0	0	1	1	0	0	1	0	1	0	AWE9A4ZOP9LNU	round5_batch9_worker3
396	1	0	1	1	1	0	0	1	1	0	1	1	1	1	A2V1T6RKD06I2X	round5_batch9_worker4
397	1	1	0	1	0	0	1	1	1	0	1	1	1	1	AT6OT5K5Z4V0J	round5_batch9_worker5
398	0	0	1	0	1	0	0	1	1	0	1	1	1	1	A2SWQM5X54P1O5	round5_batch9_worker6
399	1	0	1	1	0	1	0	1	1	0	1	0	0	0	A3BUWQ5C39GRQC	round5_batch9_worker7
